id	name	sido	gu	addr	x	y	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	class_2023	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022	student_2023
S090007329	광주푸른초등학교	경기	광주시	경기도 광주시 경충대로1461번길 31	127.271265	37.3992684	0	0	0	0	0	0	0	0	0	0	0	0	14	19	25	27	0	0	0	0	0	0	0	0	0	0	0	0	329	466	569	645
S090001288	광지원초등학교	경기	광주시	경기도 광주시 남한산성면 회안대로 1386	127.2512835	37.46418	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	119	110	109	103	94	83	78	73	78	77	80	69	63	52	61	63
S090001289	남한산초등학교	경기	광주시	경기도 광주시 남한산성면 남한산성로 770	127.1855663	37.4787759	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	136	147	153	156	167	179	163	165	169	161	147	144	118	106	99	92
S090001291	도곡초등학교	경기	광주시	경기도 광주시 초월읍 경충대로 1033-13	127.2994958	37.3705739	33	33	36	36	36	36	36	37	37	38	40	43	40	42	43	41	1160	1129	1109	1066	1057	1067	1075	1143	1166	1184	1165	1176	1106	1161	1100	1089
S090001292	도궁초등학교	경기	광주시	경기도 광주시 도척면 도척윗로 270	127.3125576	37.3346433	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	118	105	104	106	108	109	100	99	96	106	115	109	98	85	79	67
S090001293	도수초등학교	경기	광주시	경기도 광주시 퇴촌면 도수길 11	127.3174037	37.4720375	19	19	19	19	18	18	19	20	21	21	22	23	25	27	28	27	561	539	541	549	497	475	521	532	557	553	628	639	617	670	654	645
S090001295	도척초등학교	경기	광주시	경기도 광주시 도척면 노곡로 33	127.3319786	37.3035339	12	12	12	13	13	13	13	13	13	13	13	13	13	13	11	10	323	324	310	284	276	280	272	281	275	274	290	279	265	251	220	204
S090001298	만선초등학교	경기	광주시	경기도 광주시 곤지암읍 상탑길 9	127.4110351	37.3664429	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	167	150	148	136	120	105	93	84	84	79	83	79	74	79	70	69
S090001301	번천초등학교	경기	광주시	경기도 광주시 남한산성면 해공로 82	127.2665602	37.445193	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	128	113	122	129	141	134	131	122	104	99	88	85	84	86	90	86
S090005847	벌원초등학교	경기	광주시	경기도 광주시 회안대로 621-36	127.2366278	37.4095702	0	0	0	0	16	20	22	24	24	25	25	25	25	23	23	21	0	0	0	0	417	490	541	607	606	650	646	662	623	604	558	496
S090001302	분원초등학교	경기	광주시	경기도 광주시 남종면 산수로 1642-1	127.3025972	37.4962832	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	129	116	117	113	117	118	120	121	110	106	111	100	97	115	105	99
S090001306	삼리초등학교	경기	광주시	경기도 광주시 곤지암읍 평촌길 30-28	127.3245876	37.3578678	31	32	31	30	31	30	30	30	29	28	27	27	26	27	27	27	1021	987	942	898	872	837	792	799	760	705	682	658	613	588	578	557
S090001308	선동초등학교	경기	광주시	경기도 광주시 초월읍 동막골길 5	127.3177443	37.3779125	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	140	131	140	144	136	126	113	114	103	102	97	81	64	51	51	48
S090006100	신현초등학교	경기	광주시	경기도 광주시 오포읍 신현로 12-53	127.147597	37.356911	0	0	0	0	0	0	0	0	0	0	0	0	0	28	34	39	0	0	0	0	0	0	0	0	0	0	0	0	0	719	888	952
S090001310	쌍령초등학교	경기	광주시	경기도 광주시 경충대로1422번길 71	127.2813529	37.3986817	26	27	28	27	27	25	30	30	32	32	32	39	29	25	22	21	860	843	825	785	734	672	700	720	775	773	804	958	661	575	491	447
S090004941	양벌초등학교	경기	광주시	경기도 광주시 양벌동 290-20	127.2563295	37.3795052	31	33	33	33	33	34	34	34	33	34	36	38	38	39	40	40	1050	1041	1024	1022	967	922	937	939	899	889	938	1023	1023	1066	1066	999
S090007159	역동초등학교	경기	광주시	경기도 광주시 순암로36번길 45	127.2473627	37.3981668	0	0	0	0	0	0	0	0	0	18	23	28	30	31	35	37	0	0	0	0	0	0	0	0	0	458	573	718	798	861	927	916
S090001311	오포초등학교	경기	광주시	경기도 광주시 추자길 28-7	127.2155679	37.361115	28	25	25	24	23	22	22	22	22	24	25	26	28	28	31	27	879	806	730	666	604	549	536	547	583	620	608	624	700	732	752	637
S090001314	초월초등학교	경기	광주시	경기도 광주시 초월읍 산수로 523	127.3074315	37.4078456	13	14	13	13	11	11	12	12	12	12	12	12	12	12	10	9	279	304	264	242	208	201	221	231	230	237	243	226	207	190	185	156
S090001315	탄벌초등학교	경기	광주시	경기도 광주시 이배재로 20-12	127.2488417	37.4201261	58	58	59	61	61	61	63	63	64	64	64	64	64	63	60	56	2111	2156	2118	2299	2200	2144	2165	2220	2247	2243	2193	2178	2006	1696	1579	1461
S090006113	태성초등학교	경기	광주시	경기도 광주시 태성로 37	127.2288622	37.3849655	0	0	0	0	0	0	0	0	0	0	45	52	48	52	53	55	0	0	0	0	0	0	0	0	0	0	1291	1611	1302	1418	1442	1430
S090001316	태전초등학교	경기	광주시	경기도 광주시 태봉로 56	127.22677	37.3891989	41	41	42	42	42	42	42	43	44	44	42	39	34	31	31	29	1427	1376	1301	1364	1365	1377	1435	1483	1488	1462	1128	1092	920	820	760	702
S090006112	한아람초등학교	경기	광주시	경기도 광주시 태봉로 152(태전동 51-1)	127.2300856	37.3801354	0	0	0	0	0	0	0	0	0	0	0	0	35	40	46	50	0	0	0	0	0	0	0	0	0	0	0	0	906	1100	1214	1292
S090001603	갈매초등학교	경기	구리시	경기도 구리시 갈매중앙로 40	127.1162411	37.6281616	6	6	6	6	6	0	0	0	0	0	28	38	43	51	55	56	92	83	79	68	54	0	0	0	0	0	728	1021	1195	1334	1407	1470
S090005706	건원초등학교	경기	구리시	경기도 구리시 동구릉로 80	127.1356176	37.6073328	0	0	13	17	19	19	20	20	19	19	18	16	14	14	15	14	0	0	369	439	489	486	519	521	465	420	380	350	310	281	270	248
S090001605	교문초등학교	경기	구리시	경기도 구리시 안골로19번길 16	127.133674	37.5981882	35	33	33	30	27	25	25	24	24	22	23	22	21	21	20	18	1195	1085	1009	876	752	670	634	580	554	518	508	481	482	467	459	438
S090001606	구리초등학교	경기	구리시	경기도 구리시 경춘로276번길 51	127.147704	37.6012507	36	34	35	32	29	27	26	24	24	20	20	20	19	19	19	18	1225	1093	982	863	780	721	638	615	572	517	484	462	408	392	388	363
S090001607	구지초등학교	경기	구리시	경기도 구리시 건원대로76번길 40	127.142325	37.6072654	42	41	39	36	36	36	36	35	34	34	34	33	33	30	30	27	1456	1351	1215	1110	1025	959	913	903	902	944	902	874	824	759	729	650
S090001620	내양초등학교	경기	구리시	경기도 구리시 동구릉로 485	127.1393737	37.6406005	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	77	63	84	83	82	80	83	77	73	58	47	52	48	53	55	60
S090001625	도림초등학교	경기	구리시	경기도 구리시 아차산로 431	127.1300134	37.5932449	20	19	17	17	16	15	13	15	13	12	12	11	9	8	9	10	612	513	457	423	376	332	313	293	263	230	212	177	155	138	144	141
S090001627	동구초등학교	경기	구리시	경기도 구리시 건원대로76번길 45	127.1416035	37.6091729	40	40	36	32	29	28	26	23	22	21	21	21	19	17	17	15	1521	1410	1142	1026	849	733	662	598	558	515	536	509	446	417	386	358
S090001628	동인초등학교	경기	구리시	경기도 구리시 동구릉로103번길 37	127.1339125	37.6109154	59	59	59	55	54	54	53	53	52	50	47	46	44	42	43	40	2252	2114	1966	1793	1693	1566	1511	1511	1465	1417	1355	1273	1187	1133	1036	990
S090001632	백문초등학교	경기	구리시	경기도 구리시 장자대로13번길 12	127.1327733	37.588586	45	47	47	47	47	46	45	44	42	40	40	40	37	35	37	36	1677	1621	1563	1521	1438	1350	1292	1256	1218	1165	1116	1040	968	892	875	830
S090001635	부양초등학교	경기	구리시	경기도 구리시 장자대로 89-2	127.1417668	37.5905137	41	42	39	39	39	39	37	35	34	31	30	28	26	25	24	23	1462	1351	1270	1200	1116	1037	995	920	878	777	733	687	597	575	530	479
S090007160	산마루초등학교	경기	구리시	경기도 구리시 갈매순환로 133	127.1204293	37.6317352	0	0	0	0	0	0	0	0	0	21	23	31	35	40	43	45	0	0	0	0	0	0	0	0	0	547	560	786	874	1012	1078	1116
S090001640	수택초등학교	경기	구리시	경기도 구리시 검배로136번길 41	127.1525	37.5919487	41	40	38	33	33	30	28	25	26	24	24	25	20	20	19	19	1432	1338	1198	1028	949	833	749	716	697	647	628	587	517	478	423	426
S090001648	인창초등학교	경기	구리시	경기 구리시 동구릉로 37-13	127.1316554	37.6050501	37	34	29	34	31	27	26	25	25	26	26	27	24	21	20	21	1203	1079	874	744	666	565	528	523	551	600	589	597	531	481	455	440
S090001650	장자초등학교	경기	구리시	경기도 구리시 장자대로 40	127.1353715	37.586961	33	36	35	35	36	36	37	38	37	36	35	32	30	28	26	24	1196	1148	1093	1128	1083	1057	1066	1060	1031	984	927	880	801	752	668	596
S090001657	토평초등학교	경기	구리시	경기도 구리시 벌말로129번길 17-1	127.1463489	37.5878006	25	24	24	23	22	21	22	21	23	22	21	21	20	20	19	18	766	681	658	596	548	523	500	476	472	441	446	437	395	398	357	316
S090001382	곡란초등학교	경기	군포시	경기도 군포시 고산로677번길 24-42	126.9338509	37.3742367	22	22	21	21	21	21	19	21	18	18	15	15	16	15	13	12	769	669	607	586	566	526	481	482	450	439	363	355	354	339	289	284
S090001383	관모초등학교	경기	군포시	경기도 군포시 곡란로8번길 35-22	126.9380472	37.3762283	24	24	23	22	21	20	16	15	14	14	13	13	13	13	14	13	813	721	643	549	477	431	379	338	302	289	249	257	250	227	221	200
S090001384	광정초등학교	경기	군포시	경기도 군포시 산본로386번길 5-20	126.9306147	37.3659786	32	31	30	27	29	30	28	27	26	25	24	24	24	23	25	23	1164	1061	973	903	851	800	757	722	693	641	623	602	587	553	520	502
S090005627	군포대야초등학교	경기	군포시	경기도 군포시 대야2로 148	126.9150836	37.3294288	0	18	20	17	17	16	17	17	17	18	18	24	15	15	15	14	0	536	566	474	456	461	446	423	401	409	410	543	334	297	283	257
S090005846	군포신기초등학교	경기	군포시	경기도 군포시 삼성로28번길 3	126.9326956	37.3386446	0	0	0	0	0	6	10	24	26	31	34	36	36	34	34	30	0	0	0	0	0	69	218	638	718	818	905	933	906	866	823	747
S090001385	군포양정초등학교	경기	군포시	경기도 군포시 오금로 131	126.9407814	37.359403	56	54	53	49	48	46	44	40	38	37	36	36	35	34	33	32	2017	1827	1684	1527	1367	1275	1187	1122	1051	1004	982	907	855	785	760	709
S090001386	군포옥천초등학교	경기	군포시	경기도 군포시 용호2로54번길 12	126.9452955	37.3438816	20	20	20	19	18	17	17	17	16	15	15	14	12	12	12	12	658	608	568	516	481	455	456	430	384	363	367	337	288	277	268	260
S090001387	군포초등학교	경기	군포시	경기도 군포시 군포로 463	126.9421037	37.3482694	56	56	56	53	50	47	47	43	42	40	43	41	39	38	37	35	2117	1955	1785	1669	1491	1371	1297	1172	1123	1090	1055	1027	962	919	879	830
S090001388	군포화산초등학교	경기	군포시	경기도 군포시 오금로 48	126.9344567	37.3532272	22	20	20	19	19	18	18	18	18	18	20	17	15	13	14	14	672	624	579	496	473	432	411	395	378	371	371	345	328	288	273	258
S090001389	궁내초등학교	경기	군포시	경기도 군포시 수리산로 187	126.9201713	37.3646317	27	26	26	27	27	25	25	26	25	26	26	24	25	24	23	22	960	883	827	812	735	681	663	694	697	698	693	655	641	619	570	563
S090001390	금정초등학교	경기	군포시	경기도 군포시 금정로 40	126.9414297	37.3666692	40	40	38	34	32	30	28	26	25	26	27	29	26	25	24	25	1355	1248	1160	975	863	776	716	675	646	679	667	639	568	554	551	577
S090001392	능내초등학교	경기	군포시	경기도 군포시 수리산로 37	126.9214106	37.354875	31	29	30	30	29	28	27	26	24	24	23	22	23	24	23	22	1051	968	962	908	830	790	748	719	665	670	651	614	598	573	549	509
S090004852	당동초등학교	경기	군포시	경기도 군포시 용호1로 34	126.939439	37.3460156	36	40	40	37	38	37	38	37	38	38	38	38	36	34	33	33	1325	1306	1248	1162	1091	1010	1027	1022	1004	959	952	950	873	845	803	753
S090004853	당정초등학교	경기	군포시	경기도 군포시 고산로151번길 26-24	126.9547904	37.3465695	29	35	37	36	34	33	35	33	31	30	31	29	31	31	31	28	1019	1135	1163	1097	980	915	899	853	850	817	814	771	760	747	720	677
S090001394	도장초등학교	경기	군포시	경기도 군포시 번영로 371	126.9236141	37.3486134	21	21	20	19	16	15	15	16	13	13	13	11	8	8	7	7	673	611	564	475	390	359	342	316	280	255	207	177	150	131	111	102
S090001395	둔대초등학교	경기	군포시	경기도 군포시 호수로 305-14	126.9111133	37.3272391	16	8	9	14	14	14	15	15	15	14	14	14	14	12	12	10	472	95	152	258	292	281	299	315	310	302	298	292	266	229	205	166
S090001396	둔전초등학교	경기	군포시	경기도 군포시 고산로 542	126.9243744	37.3614568	35	36	37	35	36	35	35	35	34	35	35	35	34	33	30	29	1236	1184	1149	1105	1071	989	1004	1002	959	930	930	890	882	805	755	691
S090006431	부곡중앙초등학교	경기	군포시	경기도 군포시 송부로273번길 7	126.9410987	37.3228418	0	0	6	19	23	24	26	30	32	34	35	35	34	30	30	28	0	0	128	524	594	617	734	843	885	943	947	913	829	738	696	649
S090001399	산본초등학교	경기	군포시	경기도 군포시 산본로386번길 60	126.9345228	37.3687606	17	16	14	21	22	22	23	25	25	24	27	27	30	28	27	27	550	485	340	615	617	605	656	660	677	665	726	749	728	707	701	670
S090007298	송안초등학교	경기	군포시	경기도 군포시 송부로73번길 7	126.9211343	37.3177084	0	0	0	0	0	0	0	0	0	0	0	0	24	30	33	37	0	0	0	0	0	0	0	0	0	0	0	0	580	685	787	902
S090001400	수리초등학교	경기	군포시	경기도 군포시 수리산로 125	126.9180905	37.3604075	19	18	19	19	19	18	17	16	15	14	12	12	12	12	12	10	627	570	529	496	485	452	406	373	318	292	253	248	237	215	216	188
S090001401	신흥초등학교	경기	군포시	경기도 군포시 고산로 470	126.9266008	37.3565356	28	27	27	27	26	26	27	25	24	22	21	21	20	18	18	17	944	877	841	818	786	755	745	697	662	604	588	554	472	435	401	371
S090001403	오금초등학교	경기	군포시	경기도 군포시 번영로 366	126.92592	37.3479983	28	25	25	23	23	23	25	22	20	19	19	19	18	17	14	14	958	837	784	711	672	645	662	616	558	511	459	448	393	364	328	305
S090001406	용호초등학교	경기	군포시	경기도 군포시 용호2로 12	126.94073	37.342285	20	20	20	18	17	16	15	16	16	15	14	14	14	14	13	13	692	637	585	500	455	420	374	349	345	322	322	311	314	317	297	286
S090001410	태을초등학교	경기	군포시	경기도 군포시 산본로 451-49	126.9262891	37.3720528	30	28	28	27	27	25	25	23	23	22	21	19	19	19	19	19	1016	941	883	822	783	709	659	612	598	581	554	488	464	446	416	404
S090006456	한얼초등학교	경기	군포시	경기도 군포시 산본천로 136	126.9358075	37.366063	0	0	7	20	21	21	22	21	21	20	19	18	15	14	13	13	0	0	125	431	491	492	521	493	492	439	441	415	383	338	306	292
S090001413	흥진초등학교	경기	군포시	경기도 군포시 오금로 15-40	126.9284547	37.3539512	36	36	37	37	37	35	33	31	29	29	26	27	27	26	26	24	1285	1224	1152	1090	1057	978	901	841	788	759	703	706	674	616	586	563
S090005883	가현초등학교	경기	김포시	경기도 김포시 김포한강2로 83	126.6740317	37.6381591	0	0	0	0	15	31	37	38	46	49	51	51	51	51	51	49	0	0	0	0	400	918	1068	1221	1330	1407	1500	1537	1466	1442	1414	1298
NONE	감정1초등학교	경기	김포시	경기도 김포시 태장로 821	126.6793354	37.6352915	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0
S090001498	감정초등학교	경기	김포시	경기도 김포시 중봉로 11	126.6952344	37.6235622	39	38	38	36	36	38	38	38	36	36	37	36	35	36	40	37	1400	1290	1219	1094	1029	1107	1131	1114	1008	1019	1003	990	897	941	935	845
S090001499	개곡초등학교	경기	김포시	경기도 김포시 월곶면 애기봉로 445	126.5934721	37.7321061	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	105	90	76	82	80	68	69	76	81	73	77	77	88	86	102	92
S090005742	걸포초등학교	경기	김포시	경기도 김포시 걸포로 22	126.7075549	37.6337056	0	0	0	9	12	18	19	20	20	20	19	23	24	24	22	22	0	0	0	238	325	356	403	488	490	490	493	519	561	529	510	500
S090001501	고창초등학교	경기	김포시	경기도 김포시 김포한강1로98번길 35	126.6731414	37.6463042	33	33	30	27	34	30	33	29	27	26	29	28	29	28	27	29	1115	997	903	810	976	797	728	664	627	615	727	699	703	681	669	715
S090001502	고촌초등학교	경기	김포시	경기도 김포시 고촌읍 신곡로29번길 30	126.7735945	37.6061767	25	24	24	25	26	26	27	26	25	24	25	26	26	23	23	22	676	632	638	649	634	614	606	613	614	620	667	680	635	564	583	552
S090001503	금란초등학교	경기	김포시	경기도 김포시 고촌읍 장곡로 42	126.7511264	37.6075842	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	6	157	135	131	150	147	132	126	114	107	118	127	138	140	146	149	127
S090001504	금성초등학교	경기	김포시	경기도 김포시 하성면 하성로 795번길 26	126.6324357	37.7448814	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	82	72	59	59	51	49	52	59	67	63	78	68	62	63	60	57
S090001505	금파초등학교	경기	김포시	경기도 김포시 김포대로926번길 74	126.7167578	37.6243659	45	42	41	38	40	38	37	36	33	33	32	29	28	27	25	23	1632	1457	1336	1256	1177	1096	1001	987	899	894	840	806	748	654	605	530
S090007618	김포구래초등학교	경기	김포시	경기도 김포시 김포한강9로 77	126.625449	37.6438168	0	0	0	0	0	0	0	0	0	0	0	0	0	27	34	38	0	0	0	0	0	0	0	0	0	0	0	0	0	653	836	932
S090006026	김포금빛초등학교	경기	김포시	경기도 김포시 태장로 821	126.6793354	37.6352915	0	0	0	0	0	0	0	0	0	0	48	56	60	61	63	64	0	0	0	0	0	0	0	0	0	0	1364	1595	1690	1663	1700	1698
S090007616	김포나진초등학교	경기	김포시	경기도 김포시 걸포2로 58	126.7027261	37.6357851	0	0	0	0	0	0	0	0	0	0	0	0	0	36	45	50	0	0	0	0	0	0	0	0	0	0	0	0	0	996	1168	1266
S090001507	김포대명초등학교	경기	김포시	경기도 김포시 대곶면 대곶로20번길 17	126.5534646	37.6485114	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	65	71	70	57	62	61	60	61	53	58	62	49	36	55	55	51
S090001508	김포서초등학교	경기	김포시	경기도 김포시 봉화로 188	126.7017625	37.6290654	42	41	40	38	37	34	32	31	30	28	28	28	28	26	25	24	1481	1343	1268	1141	1046	926	844	801	753	700	682	690	673	599	569	540
S090005032	김포신풍초등학교	경기	김포시	경기도 김포시 풍무로208번길 14	126.7264841	37.6131121	13	13	13	13	16	14	13	13	13	21	24	36	41	43	45	44	341	354	346	319	278	245	234	238	212	534	618	974	1044	1078	1105	1100
S090001509	김포초등학교	경기	김포시	경기도 김포시 북변중로65번길 4-24	126.708721	37.6254656	34	30	28	25	24	22	21	20	19	18	16	16	15	14	14	14	1096	918	838	715	624	526	476	431	419	388	366	365	337	302	305	280
S090005869	김포한가람초등학교	경기	김포시	경기도 김포시 김포한강9로 115번길 57	126.621832	37.6475626	0	0	0	0	6	6	12	13	15	16	19	25	24	26	29	27	0	0	0	0	59	119	239	280	323	381	526	651	656	698	715	704
S090006776	김포호수초등학교	경기	김포시	경기도 김포시 김포한강4로420번길 87	126.6333526	37.6499403	0	0	0	0	0	6	14	19	22	25	35	49	51	54	57	58	0	0	0	0	0	73	322	439	521	606	904	1275	1389	1397	1461	1502
S090006033	나비초등학교	경기	김포시	경기도 김포시 김포한강10로134번길 70	126.6261608	37.6403153	0	0	0	0	0	0	0	9	18	20	34	43	45	40	45	43	0	0	0	0	0	0	0	206	437	508	923	1298	1454	1108	1127	1094
S090001512	대곶초등학교	경기	김포시	경기도 김포시 대곶면 율생중앙로36번길 19	126.584527	37.652083	16	16	16	16	16	15	15	14	11	9	8	9	8	9	11	10	380	343	315	279	253	223	229	190	181	164	153	160	146	129	144	147
S090006425	마송중앙초등학교	경기	김포시	경기도 김포시 통진읍 마송1로 140	126.593725	37.6892429	0	0	7	11	12	15	16	19	19	20	21	21	20	18	22	24	0	0	112	241	281	313	334	368	393	422	429	413	386	375	436	449
S090001514	마송초등학교	경기	김포시	경기도 김포시 통진읍 흥신로 315	126.6064626	37.6846079	19	19	18	17	16	14	12	12	12	12	11	10	10	11	10	13	538	488	441	357	299	243	212	218	224	232	216	193	191	191	198	254
S090005873	보름초등학교	경기	김포시	경기도 김포시 고촌읍 수기로 106	126.7633355	37.5945499	0	0	0	0	0	0	0	0	0	0	0	0	27	44	52	59	0	0	0	0	0	0	0	0	0	0	0	0	417	1218	1375	1560
S090001516	사우초등학교	경기	김포시	경기도 김포시 사우로 20	126.7239788	37.6205416	37	35	32	31	30	32	33	29	29	27	30	34	34	33	33	28	1263	1095	1009	934	829	757	709	683	659	644	675	856	864	824	772	683
S090001517	서암초등학교	경기	김포시	경기도 김포시 통진읍 서암로184번길 9	126.6050045	37.7000064	15	15	14	13	13	13	14	14	14	14	14	13	13	12	13	12	439	417	368	325	284	295	320	301	307	313	299	257	235	212	196	178
S090001518	석정초등학교	경기	김포시	경기도 김포시 대곶면 대곶로331번길 10	126.5540989	37.6737012	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	71	54	58	49	48	59	55	55	62	57	65	69	53	66	72	62
S090005853	솔터초등학교	경기	김포시	경기도 김포시 김포한강7로22번길 61	126.6344682	37.6413339	0	0	0	0	6	13	27	29	33	41	56	47	49	43	49	50	0	0	0	0	73	404	760	838	950	1109	1574	1265	1265	1149	1226	1214
S090001519	수남초등학교	경기	김포시	경기도 김포시 대곶면 수남로21번길 24	126.5883215	37.6288976	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	90	81	72	57	56	58	71	75	89	101	103	105	86	84	74	77
S090005682	신곡초등학교	경기	김포시	경기도 김포시 고촌읍 수기로 67-30	126.7665436	37.5966418	6	27	29	31	31	32	32	32	33	33	33	33	33	33	33	32	99	825	894	934	888	885	858	886	908	890	929	955	963	877	859	836
S090006440	신양초등학교	경기	김포시	경기도 김포시 양촌읍 양곡3로 47	126.6340801	37.6558979	0	0	6	17	21	21	22	25	26	28	30	31	33	32	33	33	0	0	110	445	521	541	596	669	705	751	722	741	782	800	786	778
S090001520	양곡초등학교	경기	김포시	경기도 김포시 양촌읍 양곡로 548	126.6220184	37.6559239	21	19	20	23	23	21	21	20	19	18	19	19	21	20	21	21	535	471	448	516	496	451	451	410	379	361	373	375	389	399	419	400
S090001506	양도초등학교	경기	김포시	경기도 김포시 풍무로93번길 31	126.7204265	37.6029741	39	41	41	40	40	37	37	36	36	37	35	32	33	30	29	28	1333	1311	1278	1184	1138	1032	987	994	976	950	913	884	855	800	730	654
S090001521	옹정초등학교	경기	김포시	경기도 김포시 통진읍 옹정로185번길 26	126.5638691	37.6940678	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	57	48	52	48	53	48	44	51	61	61	74	79	77	76	79	75
S090001522	운양초등학교	경기	김포시	경기도 김포시 전원로 38번길 99	126.6899912	37.6463555	30	29	27	27	26	31	31	29	28	28	33	43	46	47	51	52	1037	895	839	801	725	771	764	739	741	696	945	1189	1263	1276	1312	1317
S090006040	운유초등학교	경기	김포시	경기도 김포시 김포한강2로 239	126.660726	37.6467108	0	0	0	0	13	32	44	48	54	57	58	58	60	57	55	55	0	0	0	0	320	902	1111	1417	1537	1558	1639	1671	1620	1508	1462	1457
S090001523	월곶초등학교	경기	김포시	경기 김포시 월곶면 군하로 276번길 28	126.5521181	37.7177808	7	10	10	10	10	9	9	9	9	8	7	7	7	7	7	7	186	188	153	152	132	106	90	88	98	88	84	81	88	91	81	69
S090001525	유현초등학교	경기	김포시	경기도 김포시 유현로33번길 50	126.7261712	37.5988452	43	40	39	40	38	37	38	47	47	46	46	50	55	57	58	57	1540	1387	1304	1219	1142	1085	1048	1337	1356	1327	1324	1463	1520	1576	1570	1490
S090006030	은여울초등학교	경기	김포시	경기도 김포시 김포한강8로 173-38	126.6405109	37.6383649	0	0	0	0	0	0	0	0	0	0	0	31	39	55	66	67	0	0	0	0	0	0	0	0	0	0	0	860	1075	1622	1849	1923
S090005617	장기초등학교	경기	김포시	경기도 김포시 김포한강2로 173	126.6643407	37.6423724	6	33	41	43	44	46	47	47	47	46	46	43	40	42	40	36	15	1071	1321	1336	1393	1419	1381	1362	1289	1268	1240	1191	1135	1051	1015	908
S090006046	청수초등학교	경기	김포시	경기도 김포시 김포한강11로 256	126.6786971	37.6538962	0	0	0	0	0	0	19	42	47	51	57	64	68	68	68	68	0	0	0	0	0	0	414	1165	1362	1492	1618	1794	1904	1888	1947	1959
S090005375	통진초등학교	경기	김포시	경기도 김포시 통진읍 조강로 116	126.5946053	37.6939228	20	23	24	23	22	22	21	20	18	17	17	17	15	17	17	18	697	683	677	605	537	506	492	457	403	393	364	401	371	379	399	374
S090005885	푸른솔초등학교	경기	김포시	경기도 김포시 김포한강2로 306	126.6656524	37.6516462	0	0	0	0	9	22	26	36	39	35	42	44	49	50	54	51	0	0	0	0	242	605	720	998	1039	954	1149	1230	1349	1421	1419	1327
S090001527	풍무초등학교	경기	김포시	경기도 김포시 풍무로96번길 71	126.7265308	37.6049896	28	26	25	28	30	30	30	32	32	37	38	41	42	41	41	40	967	878	797	864	813	840	859	861	849	1016	1047	1151	1129	1100	1123	1052
S090006775	하늘빛초등학교	경기	김포시	경기도 김포시 김포한강11로 374	126.690083	37.654029	0	0	0	0	0	6	17	22	24	32	41	46	50	50	53	55	0	0	0	0	0	118	390	546	632	840	1109	1262	1342	1437	1492	1532
S090001528	하성초등학교	경기	김포시	경기도 김포시 하성면 애기봉로 857	126.6326534	37.7206611	15	16	14	14	12	9	13	10	9	8	7	7	7	7	8	8	423	383	339	283	244	202	191	157	161	151	142	137	132	132	137	140
S090001529	학운초등학교	경기	김포시	경기도 김포시 양촌읍 황금로70번길 13	126.624823	37.6206653	6	6	6	10	11	12	15	13	13	13	14	15	13	12	12	12	47	49	57	174	227	256	300	294	312	327	341	351	335	298	280	267
S090007614	향산초등학교	경기	김포시	경기도 김포시 고촌읍 상미1로 26	126.749325	37.6195807	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	42	0	0	0	0	0	0	0	0	0	0	0	0	0	903	1048	1089
S090001600	가곡초등학교	경기	남양주시	경기도 남양주시 화도읍 비룡로379번길 3	127.3057737	37.6840286	12	12	12	12	12	12	12	13	17	17	18	17	16	20	21	21	281	304	319	318	287	295	304	337	359	390	404	403	359	494	502	487
S090001601	가양초등학교	경기	남양주시	경기도 남양주시 수동면 비룡로1243번길 7	127.2934312	37.732983	6	6	6	7	7	7	7	7	7	7	7	6	6	6	6	6	102	103	89	92	80	82	86	100	96	87	91	81	76	59	57	51
S090005678	가운초등학교	경기	남양주시	경기도 남양주시 가운로2길 54	127.1558457	37.6001506	0	20	26	26	29	28	30	30	29	27	26	24	22	19	18	16	0	574	733	780	796	766	791	780	741	691	673	594	494	459	407	356
S090001604	광릉초등학교	경기	남양주시	경기도 남양주시 진접읍 광릉내로82번길 29	127.2076815	37.7457933	23	23	22	20	20	23	23	21	19	18	18	18	17	16	14	13	746	717	625	528	525	479	482	440	429	404	385	364	335	326	285	270
