id	name	sido	gu	addr	x	y	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	class_2023	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022	student_2023
S090005705	구룡초등학교	경기	남양주시	경기도 남양주시 늘을3로 120	127.2526651	37.6580531	0	21	33	40	45	48	48	49	49	49	49	48	46	43	44	41	0	694	1023	1216	1313	1424	1501	1498	1455	1420	1387	1337	1224	1133	1072	989
S090001608	금교초등학교	경기	남양주시	경기도 남양주시 미금로 194	127.1615958	37.6142369	29	28	30	28	27	26	28	26	25	26	25	27	26	26	25	25	969	886	847	798	745	704	683	647	652	639	642	664	646	639	604	596
S090001609	금남초등학교	경기	남양주시	경기도 남양주시 화도읍 북한강로 1506	127.3625661	37.6443457	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	141	106	95	98	87	78	74	67	64	71	69	48	59	65	71	76
S090001611	남양주금곡초등학교	경기	남양주시	경기도 남양주시 금곡로 65-6	127.2109682	37.6356732	36	33	31	27	28	26	24	22	21	21	18	18	15	15	15	12	1143	1021	906	781	721	625	573	531	472	466	421	389	321	300	273	244
S090007307	남양주다산초등학교	경기	남양주시	경기도 남양주시 다산중앙로146번길 55	127.158565	37.62657	0	0	0	0	0	0	0	0	0	0	33	38	40	44	50	50	0	0	0	0	0	0	0	0	0	0	1003	1077	1166	1242	1304	1323
S090005780	남양주덕송초등학교	경기	남양주시	경기도 남양주시 별내3로 356	127.1159069	37.6694485	0	0	0	0	6	12	23	20	27	29	31	34	35	38	41	45	0	0	0	0	67	289	614	465	665	702	749	791	829	922	1023	1097
S090001612	남양주도곡초등학교	경기	남양주시	경기도 남양주시 와부읍 덕소로 179	127.217875	37.579725	36	37	36	34	34	34	33	34	34	30	31	31	28	26	24	22	1310	1185	1120	1057	982	918	904	910	890	824	789	754	659	592	525	493
S090001613	남양주동곡초등학교	경기	남양주시	경기도 남양주시 홍유릉로248번길 56	127.2040125	37.6287904	24	24	23	21	20	20	19	17	16	16	15	14	14	14	12	12	660	651	595	522	472	450	406	372	335	329	316	303	266	235	214	188
S090001614	남양주미금초등학교	경기	남양주시	경기도 남양주시 미금로56번길 32-13	127.1540781	37.6086501	34	31	30	29	28	27	28	30	29	28	28	26	26	25	25	24	1154	988	913	836	788	716	714	785	754	761	742	689	648	634	588	533
S090005146	남양주백봉초등학교	경기	남양주시	경기도 남양주시 의안로 158	127.241775	37.6438487	28	29	30	31	31	30	31	31	31	31	30	29	25	23	24	21	910	905	888	872	865	810	812	827	807	795	773	723	630	581	547	491
S090006971	남양주샛별초등학교	경기	남양주시	경기도 남양주시 송산로307번길 50	127.1291687	37.6658878	0	0	0	0	0	0	0	18	27	30	35	38	43	44	50	48	0	0	0	0	0	0	0	433	745	845	960	1042	1166	1202	1266	1192
S090001615	남양주송라초등학교	경기	남양주시	경기도 남양주시 화도읍 마석로45번길 33	127.3016235	37.6545788	51	51	51	48	44	44	42	42	38	38	40	40	39	38	39	36	2024	1931	1924	1566	1382	1254	1180	1105	1031	1022	1081	1033	982	954	911	837
S090001616	남양주송촌초등학교	경기	남양주시	경기도 남양주시 조안면 북한강로499번길 30	127.3182575	37.5677333	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	90	80	82	85	94	98	111	108	96	97	112	95	82	80	65	68
S090005026	남양주신촌초등학교	경기	남양주시	경기도 남양주시 평내로 122	127.2401	37.6452821	41	44	45	46	46	46	46	46	45	44	42	40	37	36	37	36	1500	1508	1451	1423	1370	1361	1312	1298	1228	1216	1176	1104	988	963	950	898
S090001617	남양주양정초등학교	경기	남양주시	경기도 남양주시 경춘로 468-33	127.166102	37.6090337	20	20	19	18	16	15	14	14	18	19	19	21	20	21	20	19	589	623	531	464	389	339	312	283	424	425	423	439	504	502	470	476
S090001618	남양주양지초등학교	경기	남양주시	경기 남양주시 오남읍 진건오남로808번길 23-37	127.206437	37.699012	41	40	36	33	33	31	29	26	25	22	21	22	20	21	19	17	1456	1310	1155	1005	917	813	753	676	622	557	549	527	497	476	433	384
S090001619	남양주월문초등학교	경기	남양주시	경기도 남양주시 와부읍 수레로 519	127.262125	37.6094571	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	73	64	89	104	118	123	117	102	117	115	116	99	105	106	107	97
S090006801	남양주월산초등학교	경기	남양주시	경기도 남양주시 화도읍 경춘로2290번길 50	127.3401909	37.654111	0	0	0	0	0	0	0	0	9	16	19	22	25	27	30	32	0	0	0	0	0	0	0	0	202	362	488	549	621	684	739	738
S090007239	다산가람초등학교	경기	남양주시	경기도 남양주시 다산중앙로81번길 51	127.1491212	37.6195658	0	0	0	0	0	0	0	0	0	0	0	35	40	43	49	49	0	0	0	0	0	0	0	0	0	0	0	936	1085	1168	1232	1243
S090007581	다산별빛초등학교	경기	남양주시	경기도 남양주시 다산중앙로 82번안길 40	127.1656304	37.6171773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	828
S090007320	다산새봄초등학교	경기	남양주시	경기도 남양주시 다산순환로 417	127.1592194	37.6200141	0	0	0	0	0	0	0	0	0	0	0	29	49	56	65	69	0	0	0	0	0	0	0	0	0	0	0	759	1352	1524	1697	1781
S090007407	다산하늘초등학교	경기	남양주시	경기도 남양주시 다산순환로 199	127.1466836	37.6280082	0	0	0	0	0	0	0	0	0	0	0	0	0	20	34	50	0	0	0	0	0	0	0	0	0	0	0	0	0	451	860	1363
S090007275	다산한강초등학교	경기	남양주시	경기도 남양주시 다산지금로146번길 11	127.172442	37.599562	0	0	0	0	0	0	0	0	0	0	0	19	57	64	75	77	0	0	0	0	0	0	0	0	0	0	0	303	1591	1790	2017	2110
S090001621	답내초등학교	경기	남양주시	경기도 남양주시 화도읍 경춘로2347번길 44-7	127.3469953	37.6624649	6	6	6	6	6	6	6	7	7	9	10	9	9	8	7	6	171	145	130	131	128	116	117	125	135	161	176	167	166	150	126	96
S090001622	덕소초등학교	경기	남양주시	경기도 남양주시 와부읍 수레로 17	127.2147478	37.5880698	41	39	36	33	31	30	27	25	24	23	22	23	22	21	19	16	1314	1182	1046	946	826	727	675	624	593	564	529	489	457	403	370	329
S090001624	도농초등학교	경기	남양주시	경기도 남양주시 도농로 72	127.1574308	37.6124917	29	29	28	27	28	29	29	31	30	30	30	30	29	28	30	27	933	874	829	819	789	753	796	814	792	793	792	807	766	738	676	605
S090001294	도심초등학교	경기	남양주시	경기도 남양주시 와부읍 석실로 45	127.2279375	37.5802583	34	33	31	29	26	25	25	28	27	27	26	25	22	21	18	16	1084	1020	947	847	730	667	673	659	647	648	636	586	524	468	427	381
S090001626	도제원초등학교	경기	남양주시	경기도 남양주시 퇴계원읍 경춘북로558번길 10-1	127.145863	37.645957	24	24	23	21	21	20	20	25	26	28	27	26	26	25	26	26	771	714	664	585	549	510	495	635	667	699	702	709	668	623	613	600
S090001629	마석초등학교	경기	남양주시	경기도 남양주시 화도읍 수레로 1234-52	127.3049189	37.6495427	48	46	45	40	40	37	36	36	33	32	34	35	33	31	31	29	1473	1396	1325	1185	1070	1012	946	923	862	817	888	878	834	787	737	688
NONE	마석초등학교녹촌분교장	경기	남양주시	경기도 남양주시 화도읍 가구단지6길 63-12	127.2861539	37.6517489	3	3	3	3	3	3	1	3	2	2	2	0	0	0	0	0	16	21	19	17	22	15	12	11	11	17	12	0	0	0	0	0
S090005784	별가람초등학교	경기	남양주시	경기도 남양주시 별내3로 173	127.1242259	37.6541801	0	0	0	0	0	0	0	8	11	16	21	25	27	30	32	29	0	0	0	0	0	0	0	181	290	421	524	632	676	741	751	704
S090001634	별내초등학교	경기	남양주시	경기도 남양주시 별내면 청학로92번길 38	127.1184248	37.7114026	51	50	49	47	47	46	42	41	38	37	37	38	36	34	35	31	1934	1743	1613	1518	1409	1260	1156	1112	1075	1038	1037	1008	964	900	840	756
S090005988	부평초등학교	경기	남양주시	경기도 남양주시 진접읍 부평로48번길 27	127.2014632	37.7377285	0	0	12	15	19	21	26	28	26	26	26	26	26	25	36	37	0	0	342	448	497	563	636	669	693	682	672	651	652	611	865	903
S090005145	사능초등학교	경기	남양주시	경기도 남양주시 진건읍 사릉로372번길 2	127.1840375	37.6554487	18	19	17	15	14	14	14	13	13	12	11	10	11	11	10	9	546	524	452	395	348	305	290	245	233	212	207	195	173	151	138	112
S090001638	수동초등학교	경기	남양주시	경기도 남양주시 수동면 비룡로 832	127.3231875	37.7119096	12	11	10	9	8	7	6	7	7	7	7	7	7	7	7	7	269	245	212	186	137	115	119	110	102	118	116	128	115	124	111	103
S090001639	수동초등학교송천분교장	경기	남양주시	경기도 남양주시 수동면 비룡로586번길 98	127.3342561	37.6951345	2	3	4	6	7	7	7	7	7	7	7	7	7	7	7	7	15	23	34	47	73	85	90	97	96	119	121	106	93	77	63	59
S090001641	심석초등학교	경기	남양주시	경기도 남양주시 화도읍 마석로76번길 10	127.3067787	37.6573084	15	15	15	16	15	16	16	17	18	17	16	16	17	17	17	18	378	359	389	393	392	408	426	417	434	446	428	456	462	472	490	524
S090005147	양오초등학교	경기	남양주시	경기도 남양주시 오남읍 양지로 261-35	127.1924566	37.6975188	21	22	37	39	42	47	47	48	51	49	47	46	45	43	41	37	629	770	1180	1240	1280	1371	1379	1403	1429	1364	1333	1251	1200	1105	1008	932
S090005185	어람초등학교	경기	남양주시	경기도 남양주시 오남읍 진건오남로550번길 25	127.2132932	37.6825299	49	49	51	51	51	51	50	53	53	52	52	52	52	47	43	40	1827	1755	1719	1703	1703	1574	1517	1559	1538	1497	1465	1417	1317	1185	1101	1017
S090005494	예봉초등학교	경기	남양주시	경기도 남양주시 와부읍 수레로 108	127.2210205	37.5921853	18	22	24	31	34	35	36	36	35	34	34	33	31	28	27	25	567	682	759	858	938	963	979	963	945	887	864	812	744	682	655	603
S090001644	오남초등학교	경기	남양주시	경기도 남양주시 오남읍 진건오남로 696	127.2143198	37.6954671	33	31	31	29	27	26	24	22	22	20	20	19	16	15	16	13	1124	997	896	800	691	644	599	556	528	490	450	415	351	333	306	295
S090001645	와부초등학교	경기	남양주시	경기도 남양주시 와부읍 월문천로 63	127.21885	37.5864404	51	51	51	47	45	43	46	47	48	47	46	45	40	38	35	32	1999	1856	1688	1518	1383	1288	1320	1357	1330	1265	1262	1188	1087	1029	941	809
S090001646	용신초등학교	경기	남양주시	경기도 남양주시 진건읍 사릉로 474	127.173375	37.6609321	25	24	22	21	19	18	18	18	19	19	18	15	13	13	12	11	881	741	660	611	505	443	426	426	416	396	367	327	286	259	218	188
S090007424	은솔초등학교	경기	남양주시	경기도 남양주시 화도읍 경춘보학2길 9	127.2953802	37.6501311	0	0	0	0	0	0	0	0	0	0	0	0	19	20	24	25	0	0	0	0	0	0	0	0	0	0	0	0	448	491	564	612
S090005027	장내초등학교	경기	남양주시	경기도 남양주시 평내로 64	127.2348625	37.6412404	25	26	27	28	30	32	32	35	34	34	33	33	29	27	28	26	845	843	833	828	822	822	829	917	906	913	878	854	745	672	628	541
S090001649	장승초등학교	경기	남양주시	경기도 남양주시 진접읍 금강로1576번길 12	127.19555	37.7304179	28	29	31	35	35	37	38	39	40	40	38	36	34	34	35	32	961	926	1030	1045	1042	1012	1050	1053	1070	1089	1060	1016	932	886	849	762
S090001651	장현초등학교	경기	남양주시	경기도 남양주시 진접읍 장현천로 37	127.1821591	37.7196832	51	49	46	43	43	39	36	35	34	32	31	31	30	28	27	27	1732	1573	1442	1293	1187	1022	983	940	880	850	813	785	745	726	656	628
S090001652	조안초등학교	경기	남양주시	경기도 남양주시 조안면 북한강로229번길 20	127.300338	37.546583	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	129	116	123	105	96	89	93	100	104	107	104	102	91	82	69	66
S090006452	주곡초등학교	경기	남양주시	경기도 남양주시 진접읍 해밀예당1로 277	127.206035	37.7246485	0	0	6	22	27	28	30	32	36	37	36	37	36	35	34	32	0	0	160	655	714	759	820	900	942	1004	1002	1033	957	905	855	771
S090001653	진건초등학교	경기	남양주시	경기도 남양주시 진건읍 사릉로 408-9	127.1790043	37.6579445	34	32	30	27	26	25	24	23	22	22	20	20	20	19	18	17	1025	915	822	757	682	618	581	559	537	512	473	456	446	394	373	344
S090005708	진접초등학교	경기	남양주시	경기도 남양주시 진접읍 해밀예당2로 102	127.1997733	37.7170359	0	0	18	40	45	49	52	48	48	47	47	47	44	41	39	35	0	0	462	1292	1365	1471	1565	1305	1261	1233	1240	1189	1096	1028	946	845
S090005710	차산초등학교	경기	남양주시	경기도 남양주시 화도읍 수레로 1105-23	127.3016032	37.6363311	0	8	15	18	21	22	24	24	24	24	25	25	24	24	22	21	0	206	419	500	574	603	645	655	637	647	659	638	622	586	516	465
S090001654	창현초등학교	경기	남양주시	경기도 남양주시 화도읍 녹촌로 12	127.3018866	37.6459663	39	36	35	32	33	33	32	31	31	31	33	36	34	32	34	31	1372	1189	1119	1028	986	933	890	853	854	875	883	966	939	854	825	778
NONE	창현초등학교은솔분교장	경기	남양주시	경기도 남양주시 화도읍 경춘보학2길 9	127.2953802	37.6501311	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0
S090001655	천마초등학교	경기	남양주시	경기도 남양주시 화도읍 경춘로 1707	127.2801571	37.6559918	43	42	42	41	41	41	41	43	39	38	37	36	35	34	37	35	1534	1405	1330	1236	1154	1115	1080	1117	1046	989	999	941	894	848	819	767
S090001658	퇴계원초등학교	경기	남양주시	경기도 남양주시 퇴계원면 퇴계원로59번길 16	127.1414178	37.6537013	43	43	39	38	34	35	33	32	30	30	28	27	25	25	24	22	1456	1329	1231	1090	972	902	843	817	753	727	716	664	594	545	499	437
S090005028	판곡초등학교	경기	남양주시	경기도 남양주시 늘을3로 15	127.2416875	37.6600237	41	41	41	42	42	41	44	43	45	45	46	45	43	44	41	39	1495	1420	1274	1299	1220	1166	1190	1205	1253	1230	1251	1253	1176	1134	1023	982
S090001660	평내초등학교	경기	남양주시	경기도 남양주시 경춘로 1292-11	127.2378173	37.6490825	36	34	31	29	27	25	23	21	20	18	13	13	13	14	14	18	1228	1127	1000	859	762	664	562	499	434	386	291	264	254	326	325	404
S090005029	평동초등학교	경기	남양주시	경기도 남양주시 호평로68번길 16	127.2475208	37.6547989	46	36	34	33	32	30	29	31	30	26	27	27	27	28	28	25	1683	1127	970	894	800	773	759	785	728	652	670	673	632	637	622	587
S090001661	풍양초등학교	경기	남양주시	경기도 남양주시 진접읍 내각1로 31-1	127.1617302	37.7021669	24	23	22	19	18	21	19	18	17	16	14	14	13	13	13	13	742	711	635	527	472	446	403	380	360	338	329	295	262	265	234	215
S090007443	하랑초등학교	경기	남양주시	경기도 남양주시 백봉로 92	127.2550593	37.6499248	0	0	0	0	0	0	0	0	0	0	0	0	0	21	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	541	694	753
S090006970	한별초등학교	경기	남양주시	경기도 남양주시 별내4로 40	127.1159727	37.6465438	0	0	0	0	0	0	18	26	27	30	32	36	37	38	43	42	0	0	0	0	0	0	485	658	703	803	884	974	1009	1022	1086	1000
S090006802	해밀초등학교	경기	남양주시	경기도 남양주시 진접읍 해밀예당3로 103	127.1962119	37.7188385	0	0	0	0	0	0	0	22	28	30	33	35	34	33	31	28	0	0	0	0	0	0	0	579	757	846	924	950	916	865	769	680
S090001662	호평초등학교	경기	남양주시	경기도 남양주시 천마산로 63	127.246613	37.667601	6	9	10	13	18	19	21	23	33	36	36	36	36	36	34	33	166	248	239	352	480	528	597	630	851	954	1044	1017	972	924	895	843
S090006459	화도초등학교	경기	남양주시	경기도 남양주시 화도읍 비룡로116번길 24-42	127.3080715	37.6632397	0	0	0	18	27	33	39	41	42	42	43	43	41	39	40	36	0	0	0	504	724	891	1048	1170	1190	1164	1187	1140	1034	1011	964	887
S090006460	화봉초등학교	경기	남양주시	경기도 남양주시 진접읍 해밀예당2로 21	127.1916884	37.715677	0	0	13	28	32	36	38	36	37	37	37	36	35	34	33	29	0	0	445	908	981	1057	1109	977	930	925	950	926	876	838	774	698
S090001663	화접초등학교	경기	남양주시	경기도 남양주시 별내중앙로 148	127.1159479	37.6531635	7	7	7	7	7	37	37	35	35	32	33	33	32	33	35	32	111	87	71	66	96	910	987	954	947	889	900	868	800	846	845	775
S090004846	동두천송내초등학교	경기	동두천시	경기도 동두천시 중앙로 52	127.0524082	37.8861218	25	24	25	24	25	24	24	23	23	22	22	24	23	20	18	17	803	784	743	695	646	597	584	574	557	557	559	544	514	466	426	373
S090004845	동두천신천초등학교	경기	동두천시	경기도 동두천시 생연로9번길 20	127.0477725	37.8943083	31	31	31	32	32	31	31	31	31	31	32	28	27	26	26	24	1011	1011	1022	1011	916	848	836	840	827	813	777	715	686	637	611	579
S090001791	동두천초등학교	경기	동두천시	경기도 동두천시 평화로2460번길 4	127.0599121	37.9083805	22	22	21	19	18	15	15	16	13	13	13	13	13	14	14	14	695	647	561	463	384	316	300	277	249	238	255	246	264	275	263	243
S090001793	동보초등학교	경기	동두천시	경기도 동두천시 강변로640번길 31	127.0518871	37.9245757	10	9	9	8	7	7	9	9	9	10	9	9	8	8	9	9	222	183	184	170	141	157	148	157	176	175	167	163	158	159	164	165
S090001795	보산초등학교	경기	동두천시	경기도 동두천시 중앙로 427	127.063947	37.9149367	13	13	13	13	13	12	13	15	13	13	13	13	13	14	15	14	322	316	312	285	266	257	265	250	216	232	221	216	223	224	226	218
S090001797	사동초등학교	경기	동두천시	경기도 동두천시 생연로 65	127.048536	37.8987754	20	20	21	20	24	23	26	26	26	25	27	25	24	23	22	21	632	611	557	510	501	489	545	565	587	605	593	566	523	504	473	443
S090001802	생연초등학교	경기	동두천시	경기도 동두천시 생골로 19	127.0590418	37.9011188	25	24	23	22	23	21	21	20	21	21	21	20	17	16	15	15	755	683	640	619	558	502	500	489	473	442	426	390	346	337	297	271
S090001803	소요초등학교	경기	동두천시	경기도 동두천시 봉동로 64	127.0540584	37.9485037	9	8	6	7	6	6	6	6	6	6	6	6	6	6	6	6	208	193	160	138	110	100	82	81	71	80	83	71	77	104	109	103
S090005012	이담초등학교	경기	동두천시	경기도 동두천시 이담로 21	127.0509261	37.8897997	30	35	36	36	36	35	35	33	33	33	32	35	33	30	29	28	1035	1066	1090	1065	1010	963	910	895	867	861	844	844	796	742	712	636
S090001814	지행초등학교	경기	동두천시	경기도 동두천시 행선로 40	127.0614235	37.8919672	32	31	36	36	37	38	39	39	39	39	40	41	41	41	42	41	1018	993	1129	1073	1062	1054	1049	1049	1038	1056	1095	1127	1088	1070	1044	979
S090001817	탑동초등학교	경기	동두천시	경기도 동두천시 탑신로 61	127.1039155	37.8915569	6	6	7	7	7	9	10	11	10	8	8	8	7	6	6	6	85	77	73	87	108	168	185	181	186	172	159	132	112	100	91	95
S090001914	계남초등학교	경기	부천시	경기도 부천시 조마루로 255	126.7721114	37.499001	46	46	47	46	45	45	45	43	39	39	38	37	37	37	44	45	1671	1633	1584	1489	1408	1349	1282	1198	1100	1095	1052	1006	985	997	1098	1170
S090001915	고강초등학교	경기	부천시	경기도 부천시 역곡로482번길 57	126.819751	37.5272504	51	49	46	43	39	36	33	29	28	27	27	26	25	23	23	22	1836	1619	1430	1259	1075	953	881	794	735	721	689	639	586	554	548	515
S090001916	고리울초등학교	경기	부천시	경기도 부천시 고리울로 93	126.8267958	37.5272002	43	41	40	38	36	34	32	30	27	27	27	24	22	19	18	16	1437	1322	1237	1124	999	906	833	740	690	658	616	569	499	443	404	349
S090001918	까치울초등학교	경기	부천시	경기도 부천시 역곡로324번길 14	126.8142645	37.5137315	28	26	25	25	24	22	20	19	17	15	14	14	13	13	13	12	853	814	733	644	560	481	423	396	341	310	294	274	234	222	205	185
S090001944	도당초등학교	경기	부천시	경기도 부천시 삼작로268번길 21	126.7917034	37.5195715	54	53	51	48	46	46	44	43	42	42	42	42	39	39	40	39	1940	1763	1610	1476	1330	1251	1208	1176	1133	1122	1103	1089	1008	1000	989	929
S090001945	도원초등학교	경기	부천시	경기도 부천시 마니로 13	126.7729455	37.477096	36	33	31	29	28	25	24	20	21	19	18	19	17	18	17	18	1242	1092	975	883	771	657	606	498	430	408	399	399	373	396	392	393
S090001946	동곡초등학교	경기	부천시	경기도 부천시 안곡로 248	126.8169893	37.490551	35	35	35	34	33	32	34	34	33	30	30	27	27	25	24	24	1166	1108	1075	981	920	867	831	826	838	797	725	700	664	655	615	580
