sido	gu	name	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022
경기	수원시	영동초등학교	54	51	54	54	51	49	47	47	45	46	46	45	45	43	46	1958	1829	1766	1714	1574	1424	1350	1335	1283	1282	1276	1230	1220	1146	1128
경기	수원시	영일초등학교	25	23	25	24	24	23	24	22	22	24	24	24	24	24	24	834	748	760	721	668	596	586	592	615	643	659	677	663	628	590
경기	수원시	영통초등학교	35	33	33	32	31	31	32	29	29	28	26	25	23	21	21	1260	1119	1049	983	881	811	807	760	710	673	642	600	534	503	463
경기	수원시	영화초등학교	35	37	37	34	33	36	36	32	32	31	28	27	25	22	23	1279	1176	1134	1034	946	859	766	745	733	709	672	652	580	552	530
경기	수원시	오목초등학교	22	22	20	18	19	19	19	18	16	15	19	25	23	22	21	685	628	518	463	413	365	360	338	334	321	410	520	475	475	463
경기	수원시	오현초등학교	21	23	24	24	24	24	24	24	30	30	28	28	27	29	26	668	739	766	781	771	762	743	725	760	761	731	717	689	656	648
경기	수원시	우만초등학교	26	26	25	24	22	21	20	20	19	16	15	15	14	14	14	856	809	693	607	554	486	458	426	385	349	324	324	283	272	250
경기	수원시	원일초등학교	36	34	36	36	36	34	31	31	30	30	28	26	26	22	23	1252	1144	1093	1054	1000	905	847	812	789	753	715	637	611	531	454
경기	수원시	원천초등학교	30	30	29	33	31	30	30	30	29	28	28	27	26	23	24	1094	990	921	952	885	798	791	789	752	726	718	687	642	564	532
경기	수원시	율전초등학교	32	30	28	27	27	26	26	22	21	21	21	21	21	20	20	1103	987	915	842	762	692	653	582	570	533	569	522	487	466	466
경기	수원시	율현초등학교	42	42	40	37	37	37	36	35	33	32	29	28	25	25	23	1546	1462	1332	1225	1103	1023	971	946	894	854	791	741	654	590	552
경기	수원시	이의초등학교	0	0	0	0	20	24	34	38	40	43	44	45	43	44	46	0	0	0	0	525	638	926	1043	1077	1169	1202	1207	1177	1151	1126
경기	수원시	인계초등학교	30	30	33	32	31	28	27	28	25	23	21	20	19	19	18	1058	985	1005	942	847	762	741	712	642	602	528	487	431	419	382
경기	수원시	일월초등학교	29	30	31	30	30	30	31	31	29	28	27	25	24	24	23	1069	1002	963	909	863	835	829	817	750	737	703	650	617	562	529
경기	수원시	입북초등학교	6	9	12	12	13	13	21	23	24	26	26	26	25	25	22	180	257	311	323	300	316	461	542	563	615	614	619	559	560	545
경기	수원시	잠원초등학교	55	54	54	53	54	53	53	54	50	52	58	48	45	40	44	2007	1844	1779	1723	1646	1518	1521	1555	1469	1447	1803	1336	1239	1136	1090
경기	수원시	정자초등학교	46	44	44	43	42	42	41	38	36	36	33	30	29	26	27	1693	1552	1485	1388	1323	1243	1113	1042	982	963	927	832	762	697	657
경기	수원시	정천초등학교	14	29	31	31	31	31	31	31	32	33	34	34	34	34	34	430	1017	1085	1066	996	908	863	883	924	948	969	998	980	959	918
경기	수원시	조원초등학교	29	27	28	27	25	22	22	22	21	22	22	22	20	19	18	1017	905	811	736	655	589	570	547	528	538	523	490	459	407	397
경기	수원시	중앙기독초등학교	33	33	33	33	33	33	33	33	33	33	33	33	34	33	33	940	962	972	954	932	918	897	861	848	848	848	844	849	855	855
경기	수원시	지동초등학교	29	28	27	26	25	23	26	22	20	21	21	20	18	18	17	988	870	810	743	674	615	547	552	509	513	472	458	422	379	325
경기	수원시	창용초등학교	31	30	29	25	25	23	22	20	19	19	19	17	16	15	15	1120	995	898	798	689	625	576	542	493	469	441	427	351	332	306
경기	수원시	천일초등학교	36	35	36	34	34	32	31	31	28	27	25	25	23	23	18	1312	1188	1109	1046	1022	920	837	811	745	692	666	639	576	506	465
경기	수원시	천천초등학교	49	49	49	47	44	47	45	43	43	42	40	38	36	33	32	1777	1668	1554	1453	1373	1332	1279	1278	1226	1139	1118	1063	962	872	843
경기	수원시	청명초등학교	31	30	29	29	28	28	29	27	26	24	25	23	22	21	22	1113	1025	954	887	807	750	718	713	673	628	625	594	565	516	511
경기	수원시	칠보초등학교	29	28	27	28	26	24	24	23	22	21	24	25	27	29	32	950	860	814	751	691	613	561	536	528	511	590	619	624	678	745
경기	수원시	탑동초등학교	40	38	39	39	38	37	37	35	32	31	31	30	28	27	27	1486	1346	1283	1259	1124	1045	992	962	898	843	809	779	717	658	610
경기	수원시	태장초등학교	39	39	36	35	35	31	35	34	33	34	34	33	29	30	31	1473	1339	1159	1122	1003	832	956	930	909	919	927	858	799	761	765
경기	수원시	파장초등학교	36	35	32	30	31	31	29	27	23	21	21	22	19	18	17	1165	1070	955	858	796	799	648	596	549	504	500	442	388	359	350
경기	수원시	팔달초등학교	31	32	32	33	33	32	35	33	34	34	32	31	30	31	29	1082	1026	1013	1001	949	877	923	910	904	901	872	835	774	777	728
경기	수원시	한일초등학교	33	31	30	27	25	24	23	24	20	22	19	20	18	19	19	1187	1064	969	847	720	673	616	596	552	546	515	493	455	436	426
경기	수원시	호매실초등학교	34	32	30	29	31	28	28	24	24	23	22	21	20	20	21	1216	1061	928	863	776	688	650	596	568	551	521	518	480	450	449
경기	수원시	화서초등학교	34	33	35	30	27	24	21	20	20	19	19	19	19	18	19	1158	1065	1074	843	709	618	560	540	518	463	463	461	438	389	368
경기	수원시	화양초등학교	22	21	26	25	25	25	25	26	25	26	25	26	26	25	27	735	647	820	776	725	705	686	713	672	663	653	665	618	592	589
경기	수원시	화홍초등학교	32	35	36	36	36	34	34	36	36	34	34	35	33	34	32	1172	1226	1197	1116	1020	967	956	972	987	928	934	936	891	862	796
경기	수원시	황곡초등학교	45	44	45	44	44	39	39	38	35	34	31	33	32	31	32	1632	1523	1445	1348	1259	1136	1095	995	948	924	907	908	811	762	728
경기	수원시	효동초등학교	19	25	26	27	29	27	28	25	24	21	19	18	14	15	13	637	886	883	870	769	689	689	645	601	548	460	408	316	291	256
경기	수원시	효성초등학교	37	35	36	37	34	34	33	28	28	26	25	22	21	18	17	1354	1231	1212	1117	1003	920	851	761	706	632	592	527	454	398	375
경기	수원시	효원초등학교	21	21	20	19	17	17	17	17	17	17	16	14	13	13	12	753	679	614	564	460	408	388	382	382	374	355	342	311	296	276
경기	수원시	효정초등학교	26	25	23	22	20	20	20	19	18	17	16	14	12	12	12	951	824	739	654	572	524	510	483	429	402	381	348	307	294	261
경기	수원시	효천초등학교	30	29	29	28	29	29	29	30	30	30	28	27	26	25	22	992	938	915	900	878	827	864	860	824	793	744	712	653	598	515
경기	수원시	효탑초등학교	27	26	26	25	23	22	22	22	20	20	19	19	19	19	18	920	836	812	732	661	583	554	537	477	465	443	443	424	402	368
경기	시흥시	검바위초등학교	30	31	29	28	26	23	24	24	21	19	19	20	17	20	21	1050	999	888	815	727	631	587	537	477	456	420	396	381	471	483
경기	시흥시	계수초등학교	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	76	97	89	93	113	105	93	73	83	80	78	83	87	93	87
경기	시흥시	군서초등학교	29	29	27	24	24	25	25	25	25	31	31	30	31	30	32	999	903	783	713	672	651	627	616	641	666	642	644	608	588	617
경기	시흥시	군자초등학교	42	42	43	41	39	38	43	41	39	36	35	35	34	30	31	1516	1401	1324	1231	1139	1047	997	966	924	893	868	863	795	733	752
경기	시흥시	금모래초등학교	32	32	31	31	32	32	31	30	31	31	30	30	30	32	38	1065	1001	969	943	901	869	822	820	825	789	781	809	809	835	979
경기	시흥시	냉정초등학교	45	44	43	39	39	40	40	37	34	33	31	29	27	25	25	1575	1424	1289	1204	1122	1087	1047	981	897	844	813	753	665	605	562
경기	시흥시	대야초등학교	31	29	27	25	23	22	21	20	20	20	18	17	18	19	20	1014	890	765	704	627	541	476	471	429	394	372	340	385	433	463
경기	시흥시	도일초등학교	31	32	31	30	31	31	28	28	28	27	24	22	22	22	21	1079	1004	934	886	802	763	695	664	656	627	562	523	501	461	430
경기	시흥시	도창초등학교	13	13	17	16	15	14	14	13	13	13	13	12	10	8	6	374	334	318	292	267	249	245	244	246	220	210	186	161	134	111
경기	시흥시	목감초등학교	30	28	28	26	25	24	22	20	21	20	20	20	20	19	17	970	891	783	721	668	579	531	479	538	494	468	444	419	369	345
경기	시흥시	배곧누리초등학교	0	0	0	0	0	0	0	0	0	0	0	17	22	26	32	0	0	0	0	0	0	0	0	0	0	0	370	566	662	767
경기	시흥시	배곧라온초등학교	0	0	0	0	0	0	0	0	0	0	32	50	57	58	62	0	0	0	0	0	0	0	0	0	0	926	1249	1554	1598	1671
경기	시흥시	배곧초등학교	0	0	0	0	0	0	0	0	31	52	60	62	62	62	63	0	0	0	0	0	0	0	0	866	1507	1595	1690	1809	1761	1760
경기	시흥시	배곧한울초등학교	0	0	0	0	0	0	0	0	0	0	35	38	42	45	47	0	0	0	0	0	0	0	0	0	0	973	1055	1149	1140	1163
경기	시흥시	배곧해솔초등학교	0	0	0	0	0	0	0	0	0	0	13	45	52	57	64	0	0	0	0	0	0	0	0	0	0	360	1298	1516	1643	1688
경기	시흥시	산현초등학교	0	0	0	0	0	0	0	0	0	0	19	31	36	37	38	0	0	0	0	0	0	0	0	0	0	516	870	948	958	1005
경기	시흥시	생금초등학교	0	0	0	0	0	0	7	17	20	20	20	20	20	19	18	0	0	0	0	0	0	121	399	459	489	490	472	458	439	453
경기	시흥시	서촌초등학교	35	36	35	34	33	33	35	37	34	30	29	29	26	24	23	1175	1127	1077	961	907	848	838	837	788	745	678	660	592	567	532
경기	시흥시	서해초등학교	58	56	55	54	51	49	50	47	46	45	43	40	38	37	40	2065	1886	1745	1594	1437	1356	1300	1298	1213	1174	1037	1029	967	945	931
경기	시흥시	소래초등학교	28	26	25	24	25	23	22	21	20	19	19	19	17	21	17	951	819	747	694	651	599	563	540	477	454	445	413	377	480	348
경기	시흥시	송운초등학교	57	59	56	53	50	48	46	45	42	40	36	33	32	32	31	2049	1970	1786	1630	1447	1329	1240	1199	1114	1069	956	885	864	806	744
경기	시흥시	승지초등학교	0	6	12	13	19	20	20	20	21	22	20	20	21	22	22	0	36	297	324	401	440	460	458	463	481	479	459	490	494	495
경기	시흥시	시화초등학교	23	24	22	21	20	20	21	20	20	21	21	21	19	19	22	682	606	568	487	434	417	420	415	404	428	393	372	346	328	310
경기	시흥시	시흥가온초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	44	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	1301
경기	시흥시	시흥능곡초등학교	0	18	33	35	35	35	37	39	37	36	33	30	27	23	25	0	566	1066	1098	1064	1045	1059	1075	1012	936	854	769	687	558	546
경기	시흥시	시흥도원초등학교	36	35	34	33	31	29	27	25	23	21	20	19	18	16	15	1234	1101	1044	955	848	754	706	620	550	520	474	437	392	340	311
경기	시흥시	시흥매화초등학교	30	32	29	27	24	24	22	21	20	20	20	20	19	18	18	1006	972	870	812	709	610	559	519	511	503	487	462	444	408	381
경기	시흥시	시흥신일초등학교	38	37	38	37	38	35	34	34	33	32	31	30	28	26	26	1373	1238	1126	1098	1043	978	912	905	875	827	793	750	692	626	575
경기	시흥시	시흥월곶초등학교	24	24	25	28	30	29	30	28	29	29	28	28	30	30	30	796	746	784	763	766	748	782	760	762	759	761	746	739	741	745
경기	시흥시	시흥은행초등학교	32	31	29	28	28	28	28	26	25	24	23	28	27	30	30	1090	980	901	850	803	769	743	697	680	652	606	754	742	789	759
경기	시흥시	시흥장현초등학교	25	24	22	22	22	22	22	21	22	19	19	18	20	19	20	776	701	642	600	581	553	545	529	490	449	423	395	458	467	480
경기	시흥시	시흥초등학교	42	39	39	38	38	37	37	35	33	32	33	32	31	29	28	1518	1369	1263	1162	1058	986	937	908	883	849	844	819	731	679	670
경기	시흥시	신천초등학교	38	38	35	32	30	28	26	21	24	22	19	17	16	14	13	1320	1219	1071	931	814	696	639	566	505	478	415	370	331	264	247
경기	시흥시	연성초등학교	36	34	32	31	30	28	26	25	24	23	21	18	16	15	14	1221	1102	1020	932	828	740	686	630	596	595	520	466	405	348	311
경기	시흥시	옥터초등학교	16	17	18	17	18	17	18	19	18	17	15	15	15	16	16	475	456	447	443	431	396	399	406	394	369	331	342	313	299	283
경기	시흥시	운흥초등학교	0	0	0	0	0	0	0	0	0	8	17	30	37	42	48	0	0	0	0	0	0	0	0	0	183	414	705	957	1078	1223
경기	시흥시	웃터골초등학교	21	21	18	19	18	17	16	14	14	14	19	22	24	24	28	665	606	530	499	442	402	365	325	272	273	412	509	575	611	696
경기	시흥시	월포초등학교	11	13	14	13	14	13	14	15	15	14	14	13	11	12	12	294	302	323	316	301	307	312	323	322	302	284	277	252	227	207
경기	시흥시	은계초등학교	39	39	38	37	34	32	31	29	28	27	24	26	32	33	37	1385	1309	1201	1103	957	861	790	741	690	633	605	619	822	841	897
경기	시흥시	은빛초등학교	0	0	0	0	0	0	0	0	0	0	0	24	38	60	70	0	0	0	0	0	0	0	0	0	0	0	604	1003	1634	1925
경기	시흥시	장곡초등학교	52	52	52	48	46	44	44	43	43	43	39	38	34	32	30	1875	1789	1690	1510	1398	1267	1207	1196	1148	1164	1068	1024	923	841	781
경기	시흥시	정왕초등학교	57	54	51	51	49	48	48	47	45	45	41	42	42	47	46	1987	1775	1605	1505	1384	1286	1242	1235	1198	1191	1112	1105	1077	1040	1007
경기	시흥시	조남초등학교	0	0	0	0	0	0	0	0	0	14	23	27	29	31	31	0	0	0	0	0	0	0	0	0	353	571	683	737	750	739
경기	시흥시	진말초등학교	34	34	32	30	27	27	26	25	27	25	24	23	21	24	25	1186	1095	963	875	791	720	689	671	650	632	613	578	509	590	612
경기	시흥시	포리초등학교	21	19	19	19	19	17	15	15	16	14	13	12	12	10	9	683	613	571	530	482	432	365	362	327	317	292	260	237	198	168
경기	시흥시	하중초등학교	41	41	39	40	41	41	41	38	35	30	28	27	25	20	17	1462	1361	1221	1133	1018	959	920	859	817	756	661	601	535	447	392
경기	시흥시	한여울초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	0	0	0	0	0	0	0	0	0	0	0	0	0	403	548
경기	시흥시	함현초등학교	32	31	29	28	28	27	26	26	25	22	24	19	19	19	18	1118	1002	900	851	795	738	686	670	634	589	583	481	463	443	396
경기	안산시	각골초등학교	36	35	35	33	31	29	27	26	24	22	21	20	19	20	19	1276	1192	1105	985	899	769	730	656	592	549	524	486	436	447	417
경기	안산시	경수초등학교	20	19	20	19	19	19	18	16	14	13	13	11	10	9	7	685	649	607	584	523	489	425	397	346	311	292	247	188	170	132
경기	안산시	경일초등학교	36	34	31	30	29	29	27	25	24	23	20	22	20	19	19	1227	1103	968	899	805	721	688	652	586	555	501	554	495	452	429
경기	안산시	고잔초등학교	45	45	44	43	41	38	37	36	32	30	28	27	25	21	24	1611	1490	1380	1279	1165	1027	959	905	795	768	707	697	637	545	543
경기	안산시	관산초등학교	45	44	41	40	41	40	39	39	33	33	28	35	41	41	47	1470	1354	1260	1203	1100	998	953	912	787	737	697	790	982	988	1103
경기	안산시	능길초등학교	19	6	6	7	7	7	9	8	7	7	7	7	7	7	8	725	162	140	130	118	117	128	131	112	109	85	82	75	78	79
경기	안산시	대남초등학교	9	9	10	11	12	12	12	11	11	11	11	10	9	9	8	81	84	77	83	92	80	77	76	84	81	86	87	79	66	74
경기	안산시	대남초등학교풍도분교장	2	2	1	1	3	1	1	2	1	1	1	1	1	0	0	3	3	2	2	3	2	2	5	3	3	3	1	1	0	0
경기	안산시	대동초등학교	6	6	6	6	6	6	6	6	6	6	6	5	5	5	6	102	92	78	77	70	55	60	46	52	51	51	41	36	37	46
경기	안산시	대부초등학교	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	184	161	140	132	124	113	88	75	79	83	85	82	93	94	87
경기	안산시	덕성초등학교	33	32	31	29	26	27	25	23	21	21	19	19	17	16	14	1181	1075	958	910	768	699	642	601	573	531	491	462	402	363	307
경기	안산시	덕인초등학교	27	29	30	30	30	26	25	27	28	26	26	25	24	24	24	967	944	881	852	800	701	663	648	629	578	585	570	533	534	517
경기	안산시	매화초등학교	43	43	41	39	37	34	34	35	29	28	27	26	25	23	24	1476	1391	1244	1126	1012	884	866	819	741	731	685	639	559	497	468
경기	안산시	반월초등학교	25	24	22	21	19	18	18	17	17	17	18	17	15	13	14	860	754	659	578	494	447	401	378	374	364	368	352	320	285	268
경기	안산시	별망초등학교	32	31	30	34	33	31	28	27	24	22	22	23	20	18	17	1089	992	897	850	755	650	616	614	560	513	494	474	394	357	324
경기	안산시	본오초등학교	54	50	48	46	46	43	40	39	37	36	36	36	34	32	32	1865	1695	1488	1380	1292	1152	1070	1031	982	934	909	858	767	717	720
경기	안산시	본원초등학교	74	74	72	67	62	60	55	51	50	49	48	42	41	41	39	2731	2545	2312	2122	1896	1688	1538	1409	1349	1304	1258	1176	1081	1058	954
경기	안산시	삼일초등학교	50	50	47	44	42	41	40	38	36	35	35	34	30	26	29	1767	1673	1470	1329	1212	1094	1027	1012	929	911	875	817	765	687	695
경기	안산시	상록초등학교	60	59	58	56	55	55	53	47	43	42	41	38	34	30	31	2217	2059	1901	1760	1654	1584	1454	1325	1232	1169	1107	1009	869	798	733
경기	안산시	석호초등학교	45	44	44	41	40	38	35	33	32	35	34	34	33	33	38	1666	1474	1361	1248	1137	1021	935	922	872	897	911	890	858	832	868
경기	안산시	선부초등학교	47	45	47	47	45	43	41	40	38	35	36	36	33	30	30	1711	1622	1488	1415	1266	1148	1085	1037	1001	953	943	927	845	772	732
경기	안산시	선일초등학교	18	18	18	17	16	15	14	14	18	20	21	21	20	22	26	534	470	440	401	363	334	290	295	322	373	430	432	394	363	370
경기	안산시	성안초등학교	45	44	41	38	36	33	33	31	30	30	28	28	26	25	24	1622	1507	1336	1189	1071	935	901	841	779	774	710	704	634	580	540
경기	안산시	성포초등학교	38	38	37	36	34	32	31	29	26	24	23	21	20	21	22	1383	1256	1127	1064	976	868	809	733	671	632	605	567	499	500	509
경기	안산시	송호초등학교	51	49	48	45	43	41	39	38	35	35	33	35	33	29	30	1755	1602	1452	1341	1254	1046	1006	996	898	875	829	864	773	688	694
경기	안산시	슬기초등학교	32	31	28	29	27	27	27	29	30	27	25	26	25	25	25	1145	992	902	828	786	765	753	771	770	706	658	631	609	595	582
경기	안산시	시곡초등학교	44	43	42	39	39	38	36	34	33	32	31	30	28	27	28	1559	1474	1355	1265	1169	1087	1007	942	894	874	803	766	721	672	645
경기	안산시	시랑초등학교	33	33	33	30	30	28	27	23	21	20	19	19	18	17	19	1216	1119	1006	938	868	763	667	602	549	502	456	429	378	367	373
경기	안산시	신길초등학교	0	18	27	28	28	28	29	31	30	30	29	28	26	25	27	0	546	847	847	830	826	842	864	805	807	758	727	679	665	618
경기	안산시	안산광덕초등학교	40	40	38	36	34	30	30	30	29	26	23	21	20	19	19	1465	1337	1134	1045	939	850	794	744	689	649	619	547	486	446	436
경기	안산시	안산대월초등학교	0	0	14	19	21	26	28	31	31	35	33	32	28	25	24	0	0	417	514	556	660	783	892	897	910	862	804	684	627	557
경기	안산시	안산부곡초등학교	46	45	43	41	40	38	37	38	37	35	35	36	33	30	33	1607	1507	1332	1240	1078	1013	972	982	916	905	884	888	826	751	753
경기	안산시	안산서초등학교	28	28	28	28	26	26	26	26	25	27	26	29	28	29	31	969	931	883	798	727	671	650	663	656	690	710	690	657	655	679
경기	안산시	안산석수초등학교	36	36	33	33	31	30	29	28	28	26	24	32	32	33	36	1340	1224	1081	1005	876	766	721	669	648	609	616	790	801	784	831
경기	안산시	안산양지초등학교	40	40	39	38	35	33	39	34	40	41	41	43	44	43	43	1441	1388	1209	1115	996	881	863	817	1051	1087	1083	1149	1140	1114	1091
경기	안산시	안산원곡초등학교	21	22	20	18	15	16	21	21	23	25	26	26	26	25	27	623	577	494	458	392	401	425	441	502	543	567	540	461	429	416
경기	안산시	안산중앙초등학교	33	32	32	31	30	29	31	28	27	25	23	27	27	26	26	1056	993	939	888	837	771	726	641	602	532	510	645	627	603	608
경기	안산시	안산진흥초등학교	26	25	25	23	22	22	23	24	21	21	19	20	18	16	17	833	774	741	673	648	607	599	602	533	523	476	440	388	340	377
경기	안산시	안산창촌초등학교	18	19	20	18	19	20	21	21	20	20	18	17	17	16	17	553	596	586	511	525	522	532	537	522	512	460	441	415	382	395
경기	안산시	안산청석초등학교	23	22	23	22	23	23	27	24	22	20	20	20	19	20	21	769	731	677	672	611	585	591	574	576	548	540	538	503	489	482
경기	안산시	안산초등학교	19	18	18	18	18	19	21	22	22	23	20	20	19	17	16	605	539	533	532	525	512	515	523	511	523	499	479	425	360	356
경기	안산시	안산해솔초등학교	0	0	0	0	0	0	0	0	0	0	0	0	31	68	75	0	0	0	0	0	0	0	0	0	0	0	0	831	1890	1974
경기	안산시	안산해양초등학교	24	24	24	23	24	21	22	23	20	19	19	19	18	18	20	852	812	770	748	677	600	594	588	554	526	524	521	489	496	485
경기	안산시	안산호원초등학교	46	49	49	48	46	45	45	43	41	41	40	39	38	34	39	1823	1709	1600	1516	1386	1263	1237	1174	1135	1106	1061	1064	948	936	965
경기	안산시	안산화정초등학교	64	61	60	54	54	53	53	49	47	45	46	46	44	39	38	2334	2143	1867	1690	1594	1480	1400	1311	1244	1200	1235	1203	1086	1032	924
경기	안산시	와동초등학교	49	46	43	42	40	37	35	34	33	31	31	30	29	27	30	1746	1547	1366	1221	1074	967	927	915	849	785	784	764	721	693	700
경기	안산시	원일초등학교	26	24	22	20	19	18	18	17	17	17	16	15	17	26	27	877	753	599	550	512	446	427	409	383	351	315	308	440	559	563
경기	안산시	이호초등학교	42	41	40	38	37	38	37	37	38	37	34	35	34	32	34	1386	1298	1199	1116	1026	971	955	948	969	953	899	896	849	809	820
경기	안산시	정재초등학교	20	19	19	19	17	16	15	15	16	16	16	17	16	15	15	663	570	501	489	412	385	361	341	328	323	334	339	328	306	299
경기	안산시	정지초등학교	32	30	29	28	28	28	25	23	21	20	17	17	15	15	14	1046	939	840	869	813	710	636	575	504	470	424	402	342	339	332
경기	안산시	초당초등학교	58	58	60	58	55	54	52	51	49	49	50	49	45	46	48	2211	2042	1924	1793	1656	1521	1422	1399	1323	1319	1333	1325	1240	1210	1158
경기	안산시	초지초등학교	39	40	40	40	38	41	40	41	38	38	35	33	31	25	27	1367	1349	1296	1259	1225	1162	1148	1094	1030	981	904	862	746	654	666
