sido	gu	name	class_2008	class_2009	class_2010	class_2011	class_2012	class_2013	class_2014	class_2015	class_2016	class_2017	class_2018	class_2019	class_2020	class_2021	class_2022	student_2008	student_2009	student_2010	student_2011	student_2012	student_2013	student_2014	student_2015	student_2016	student_2017	student_2018	student_2019	student_2020	student_2021	student_2022
경기	부천시	부천부흥초등학교	37	37	36	32	33	31	30	29	32	31	31	31	29	28	27	1318	1212	1068	968	912	828	829	799	793	765	772	753	710	668	653
경기	부천시	부천북초등학교	57	55	52	49	47	43	41	38	37	36	36	36	36	36	38	1974	1837	1617	1462	1294	1176	1081	1015	986	965	949	946	930	932	908
경기	부천시	부천삼정초등학교	27	25	24	24	22	21	19	15	15	15	15	15	15	14	15	852	756	671	606	537	470	419	380	332	326	323	324	309	306	300
경기	부천시	부천서초등학교	38	38	37	36	35	32	33	32	31	32	33	33	31	30	31	1271	1261	1148	1070	984	870	847	822	815	815	826	843	776	737	715
경기	부천시	부천송일초등학교	27	28	30	31	31	31	37	35	33	32	30	29	26	25	26	836	842	882	886	841	833	816	787	783	739	712	685	627	576	591
경기	부천시	부천수주초등학교	35	35	33	30	28	26	27	25	24	22	20	20	20	19	18	1264	1137	996	889	790	715	693	615	597	552	534	482	468	453	415
경기	부천시	부천신흥초등학교	25	25	23	21	22	22	21	20	21	20	21	20	21	21	21	867	781	664	610	552	517	482	443	458	427	448	424	394	387	382
경기	부천시	부천양지초등학교	24	26	26	25	27	24	23	21	22	22	23	22	20	18	17	758	737	705	626	696	630	594	581	580	554	542	544	460	428	407
경기	부천시	부천여월초등학교	36	34	33	29	28	27	25	25	24	24	24	24	23	22	22	1265	1116	1027	878	809	734	673	655	608	617	605	604	592	544	530
경기	부천시	부천역곡초등학교	25	24	26	26	26	26	27	27	28	29	28	29	26	24	26	854	785	746	750	733	702	726	732	728	723	711	706	657	630	603
경기	부천시	부천원일초등학교	23	25	23	24	25	26	26	24	22	23	23	20	19	19	18	701	732	660	656	651	601	596	582	555	537	499	462	409	363	346
경기	부천시	부천일신초등학교	38	37	39	40	41	41	42	42	44	44	40	40	39	37	38	1326	1277	1232	1219	1168	1217	1194	1201	1205	1196	1127	1100	1058	1010	971
경기	부천시	부천중앙초등학교	26	26	25	24	24	24	24	24	24	26	27	27	26	27	26	901	813	746	681	623	595	608	598	587	649	693	704	644	657	651
경기	부천시	부천중원초등학교	20	18	17	19	18	16	16	15	14	12	12	12	9	10	10	685	606	526	486	458	394	367	347	307	269	244	228	189	191	206
경기	부천시	부천초등학교	18	9	7	7	8	8	8	11	15	17	19	21	22	23	22	379	169	136	126	124	121	128	231	308	372	395	443	466	504	513
경기	부천시	상도초등학교	25	25	23	22	22	21	19	19	19	19	19	19	18	18	18	767	723	640	612	565	522	485	482	494	480	485	470	436	398	399
경기	부천시	상동초등학교	40	39	39	40	40	39	42	41	41	42	39	37	34	35	33	1369	1287	1222	1190	1134	1079	1127	1151	1130	1112	1040	988	902	872	862
경기	부천시	상미초등학교	15	17	18	18	18	18	18	18	17	16	14	13	13	12	11	429	458	483	481	465	439	402	395	369	317	296	259	243	215	211
경기	부천시	상원초등학교	31	30	30	28	28	28	27	27	26	26	26	26	22	21	21	952	904	865	799	727	676	659	646	638	638	631	603	531	499	464
경기	부천시	상인초등학교	56	53	54	50	50	49	47	49	47	49	48	47	47	45	43	1948	1800	1746	1609	1515	1422	1356	1409	1369	1362	1309	1263	1225	1129	1079
경기	부천시	상일초등학교	45	46	46	44	44	43	42	43	40	40	40	42	42	43	43	1695	1606	1522	1431	1323	1246	1187	1188	1130	1125	1134	1189	1193	1208	1194
경기	부천시	상지초등학교	26	25	23	23	21	19	19	19	19	19	19	19	18	17	16	888	781	681	619	524	466	458	470	450	446	448	446	413	375	348
경기	부천시	석천초등학교	50	51	51	50	46	43	43	44	43	43	43	38	38	38	38	1869	1793	1686	1567	1387	1266	1224	1201	1108	1079	1064	1022	979	977	960
경기	부천시	성곡초등학교	20	22	25	31	31	31	31	29	26	26	21	21	20	21	19	630	689	715	884	869	822	804	745	653	601	556	545	487	449	422
경기	부천시	성주초등학교	33	33	34	34	32	30	30	29	28	27	28	28	26	27	27	1142	1110	1039	995	896	817	802	780	733	714	720	712	689	667	670
경기	부천시	소사초등학교	39	39	38	36	37	36	35	33	29	27	27	30	29	27	31	1334	1203	1099	988	937	870	815	769	700	696	689	725	718	667	689
경기	부천시	소안초등학교	19	20	24	24	23	24	24	24	24	22	20	19	18	17	19	668	720	723	702	658	673	660	638	622	579	512	482	423	399	401
경기	부천시	소일초등학교	19	18	17	18	18	19	19	19	19	18	18	17	17	16	15	577	527	482	472	453	455	464	460	458	405	399	364	343	341	314
경기	부천시	솔안초등학교	16	15	14	14	13	13	12	11	11	12	13	13	12	12	13	498	451	396	370	326	281	268	259	253	280	298	307	299	277	242
경기	부천시	송내초등학교	15	15	14	16	15	14	15	15	14	14	14	14	13	11	9	486	417	352	325	288	271	291	290	295	284	268	272	232	212	197
경기	부천시	신도초등학교	35	34	36	36	36	36	35	34	31	32	31	30	29	29	28	1210	1125	1087	1082	1056	962	938	909	865	849	801	784	719	719	656
경기	부천시	심곡초등학교	33	32	31	30	28	26	27	29	28	27	26	27	24	24	24	1121	1019	951	865	771	669	653	657	638	623	606	628	572	538	526
경기	부천시	심원초등학교	32	34	33	33	32	31	30	28	29	28	28	29	28	30	29	1079	1059	1047	981	921	863	814	753	751	733	757	738	743	742	699
경기	부천시	약대초등학교	16	17	17	16	19	19	18	16	19	17	17	16	15	14	14	548	488	446	403	448	428	417	412	398	400	393	375	341	301	284
경기	부천시	오정초등학교	44	43	42	40	38	35	35	32	30	29	29	28	27	26	25	1540	1402	1283	1151	1053	951	927	844	785	760	729	695	632	591	562
경기	부천시	옥길버들초등학교	0	0	0	0	0	0	0	0	0	14	39	44	50	53	56	0	0	0	0	0	0	0	0	0	323	1081	1233	1327	1440	1426
경기	부천시	옥길산들초등학교	0	0	0	0	0	0	0	0	0	20	49	60	66	70	77	0	0	0	0	0	0	0	0	0	444	1457	1697	1828	1971	2042
경기	부천시	옥산초등학교	12	11	10	8	8	8	7	6	6	6	6	6	6	6	7	336	306	257	217	182	129	105	99	83	63	58	57	48	51	51
경기	부천시	원미초등학교	32	32	31	31	32	31	31	28	29	28	28	30	29	30	30	1132	1052	977	925	857	806	808	756	726	699	690	674	643	651	633
경기	부천시	원종초등학교	50	48	47	43	41	40	37	34	31	32	31	30	28	25	27	1796	1642	1497	1322	1164	1076	1005	919	863	846	811	771	685	665	628
경기	부천시	중동초등학교	0	18	25	25	28	28	31	33	33	35	32	33	32	32	33	0	589	709	712	729	743	850	884	910	887	886	885	827	819	797
경기	부천시	중흥초등학교	33	32	32	31	31	30	30	34	36	36	35	35	35	33	33	1146	1058	994	919	914	878	865	881	927	942	936	912	897	839	842
경기	부천시	창영초등학교	45	45	43	43	42	42	43	43	42	40	38	36	35	30	27	1531	1460	1371	1299	1264	1214	1179	1163	1135	1085	1006	916	854	747	669
경기	성남시	검단초등학교	31	31	32	31	30	28	28	27	26	25	24	23	22	24	23	1113	1012	959	869	780	693	667	640	609	599	576	555	511	508	486
경기	성남시	구미초등학교	34	34	33	31	29	28	26	25	24	22	22	22	23	23	23	1247	1132	1034	951	862	792	725	682	623	586	578	583	590	581	580
경기	성남시	금빛초등학교	46	42	42	39	38	36	32	29	26	24	23	22	19	17	16	1604	1458	1367	1236	1106	941	831	743	635	563	518	473	428	367	337
경기	성남시	금상초등학교	28	26	25	22	23	24	23	23	22	20	19	15	14	13	13	976	844	756	666	664	630	588	577	546	453	395	328	287	236	211
경기	성남시	낙생초등학교	0	6	20	20	23	26	31	32	34	36	42	43	44	44	49	0	48	606	593	644	714	807	885	1037	1120	1172	1211	1241	1213	1245
경기	성남시	내정초등학교	36	35	37	37	38	38	38	37	37	37	38	38	38	38	41	1297	1238	1250	1288	1202	1130	1064	1057	1066	1048	1087	1162	1216	1228	1200
경기	성남시	늘푸른초등학교	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	1629	1603	1595	1581	1473	1408	1332	1337	1262	1234	1286	1258	1244	1253	1299
경기	성남시	단남초등학교	23	21	20	19	17	17	17	17	16	13	13	13	14	14	15	816	678	591	522	447	432	442	422	379	284	276	274	272	280	288
경기	성남시	단대초등학교	42	37	38	34	32	37	38	39	40	38	40	40	39	35	35	1467	1252	1134	1033	930	1000	1048	1061	1058	1012	1066	1052	984	869	822
경기	성남시	당촌초등학교	32	33	34	35	33	34	35	34	34	34	35	33	32	33	34	1128	1109	1081	1072	1025	966	931	944	943	956	956	936	883	877	851
경기	성남시	대원초등학교	38	36	35	32	30	29	25	24	23	21	21	20	19	17	14	1265	1144	1027	909	797	690	615	592	557	515	467	442	390	335	257
경기	성남시	대일초등학교	31	31	31	29	28	26	25	22	22	21	20	19	18	17	16	1074	1017	922	813	722	657	596	541	497	459	421	398	352	328	309
경기	성남시	대하초등학교	30	31	30	29	27	28	28	28	28	28	28	30	30	27	27	1065	1000	916	848	781	754	747	751	709	722	694	754	723	679	645
경기	성남시	도촌초등학교	12	18	20	29	29	33	40	41	42	41	40	39	37	37	37	429	577	641	885	875	934	1091	1135	1146	1114	1096	1055	980	954	911
경기	성남시	돌마초등학교	30	29	28	28	26	27	26	23	22	20	20	19	20	20	20	1016	998	877	853	765	741	662	639	583	534	531	491	488	485	469
경기	성남시	백현초등학교	18	16	15	13	11	11	11	10	8	8	8	9	7	7	7	554	471	403	331	268	209	175	137	133	144	147	135	113	94	92
경기	성남시	보평초등학교	0	0	30	34	48	50	53	54	53	52	53	50	46	44	44	0	0	1098	1202	1555	1578	1598	1565	1400	1386	1342	1267	1197	1122	1092
경기	성남시	복정초등학교	16	17	19	18	18	17	16	16	17	17	17	15	14	14	13	444	453	455	472	444	413	389	388	390	370	353	339	305	270	268
경기	성남시	분당초등학교	34	34	33	34	32	33	35	35	35	35	35	35	36	37	37	1219	1136	1097	1049	1005	935	940	976	985	991	1028	1041	1047	1015	971
경기	성남시	불곡초등학교	30	29	29	27	26	26	27	27	26	26	26	25	26	25	26	1001	926	856	784	725	716	714	702	678	654	651	592	620	623	582
경기	성남시	불정초등학교	38	36	37	37	35	33	32	31	30	30	30	31	31	30	31	1349	1272	1181	1094	992	899	884	884	862	855	846	830	826	815	808
경기	성남시	산운초등학교	0	6	12	21	21	21	22	23	23	25	27	27	27	28	27	0	57	258	578	568	548	525	566	570	610	642	654	663	670	646
경기	성남시	상대원초등학교	16	16	16	15	14	14	13	13	12	12	13	13	13	12	13	519	482	443	404	344	306	278	266	230	234	250	242	232	201	203
경기	성남시	상원초등학교	47	46	44	39	37	32	31	31	29	28	24	22	21	21	21	1587	1416	1235	1062	952	821	754	744	676	646	597	564	516	475	440
경기	성남시	상탑초등학교	26	27	27	27	26	30	28	27	25	23	22	22	22	21	21	893	849	785	759	705	642	597	576	529	510	502	488	482	459	426
경기	성남시	서당초등학교	34	34	34	33	35	33	33	31	31	30	29	29	31	31	31	1238	1174	1097	1061	1013	937	866	831	829	821	796	777	832	829	816
경기	성남시	서현초등학교	40	41	40	39	40	38	41	41	40	39	41	41	41	41	41	1472	1400	1385	1296	1254	1161	1136	1140	1133	1138	1168	1196	1165	1127	1078
경기	성남시	성남동초등학교	34	32	32	30	30	29	27	27	26	26	25	23	22	22	21	1171	1046	974	899	865	771	697	674	621	594	602	564	518	494	430
경기	성남시	성남매송초등학교	31	30	30	31	29	28	28	27	27	27	27	28	30	29	30	1092	1017	973	955	889	818	762	771	762	762	789	806	813	799	806
경기	성남시	성남미금초등학교	46	44	43	40	40	39	36	33	31	29	28	29	30	32	33	1632	1533	1404	1291	1184	1081	982	923	858	806	825	840	817	836	780
경기	성남시	성남북초등학교	31	32	32	31	29	27	29	27	25	23	18	17	15	10	8	1112	1041	955	892	775	677	616	604	552	507	380	352	285	174	105
경기	성남시	성남서초등학교	18	19	18	16	14	13	15	15	13	13	13	13	11	10	12	568	544	485	421	386	347	343	303	269	250	234	222	184	177	195
경기	성남시	성남송현초등학교	0	9	33	33	39	39	43	44	44	45	47	47	45	43	45	0	284	996	966	1169	1090	1140	1165	1211	1275	1268	1272	1195	1156	1122
경기	성남시	성남수정초등학교	42	40	40	37	35	32	28	24	26	25	24	22	22	25	23	1490	1385	1236	1078	956	816	710	647	638	582	564	531	491	463	422
경기	성남시	성남신기초등학교	34	33	33	32	29	29	29	26	24	24	24	24	25	25	24	1227	1134	1028	965	860	817	781	729	658	652	640	613	628	626	624
경기	성남시	성남신흥초등학교	25	25	25	25	25	24	25	23	19	8	7	7	6	19	22	888	847	769	733	696	668	654	596	492	180	152	140	129	446	517
경기	성남시	성남양지초등학교	23	23	22	21	21	20	19	19	19	18	18	19	18	17	17	727	702	636	566	552	489	452	443	399	401	392	397	379	358	352
경기	성남시	성남여수초등학교	0	0	0	0	0	0	17	20	24	26	28	29	31	32	31	0	0	0	0	0	0	423	470	637	697	733	788	800	792	770
경기	성남시	성남은행초등학교	47	46	46	41	40	39	38	32	31	29	30	28	26	24	24	1658	1589	1417	1284	1162	1030	936	825	749	732	762	700	617	571	554
경기	성남시	성남장안초등학교	37	36	34	32	30	29	29	28	27	27	28	26	26	25	25	1287	1171	1043	978	850	764	756	732	728	704	722	706	655	592	579
경기	성남시	성남정자초등학교	34	36	35	36	36	36	36	37	34	30	30	32	32	35	38	1230	1140	1108	1082	1025	981	928	945	900	844	824	867	873	948	970
경기	성남시	성남제일초등학교	31	30	28	26	23	25	24	23	22	21	20	18	18	18	16	1019	904	785	700	618	592	573	542	524	448	422	359	334	349	348
경기	성남시	성남중앙초등학교	31	31	30	30	27	29	27	26	25	24	23	24	23	23	23	1122	1053	992	916	830	786	729	697	677	632	608	594	592	548	529
경기	성남시	성남초등학교	48	46	45	43	42	47	47	43	41	41	39	38	37	35	35	1655	1530	1365	1294	1164	1056	1035	975	938	943	912	918	876	808	800
경기	성남시	성남화랑초등학교	0	0	0	0	0	0	14	21	22	23	27	32	39	41	38	0	0	0	0	0	0	274	529	563	609	716	868	973	1007	927
경기	성남시	성수초등학교	31	30	29	29	27	26	26	25	24	25	23	22	20	20	21	1069	989	927	846	761	696	677	648	627	605	589	563	514	500	502
경기	성남시	수내초등학교	46	43	45	46	45	45	45	44	46	46	46	46	45	45	44	1661	1559	1514	1536	1468	1387	1304	1299	1316	1349	1378	1318	1332	1269	1193
경기	성남시	수진초등학교	57	52	50	48	45	44	44	40	37	34	33	33	31	29	29	1895	1692	1515	1408	1274	1159	1094	1009	939	876	831	803	740	714	653
경기	성남시	신백현초등학교	0	0	20	24	23	25	25	25	27	27	27	26	26	26	27	0	0	595	673	652	645	637	650	693	710	709	667	646	648	635
경기	성남시	안말초등학교	32	32	32	32	30	28	28	26	24	25	23	23	23	25	27	1144	1073	971	969	895	791	759	734	677	655	615	609	611	638	637
경기	성남시	야탑초등학교	34	34	33	32	33	34	29	28	27	27	27	27	27	26	28	1158	1062	955	900	851	954	733	731	705	675	677	710	684	669	670
경기	성남시	양영초등학교	18	17	16	16	15	13	12	13	12	12	12	12	12	12	12	594	519	460	412	372	303	295	288	278	266	267	250	243	237	220
경기	성남시	오리초등학교	19	17	17	14	11	11	12	10	9	8	8	7	7	8	8	571	466	361	287	241	197	176	158	146	152	148	124	122	137	129
경기	성남시	왕남초등학교	8	7	6	6	7	7	7	7	7	7	7	7	9	13	19	202	184	153	151	136	142	129	97	53	54	67	52	170	247	425
경기	성남시	운중초등학교	0	6	13	15	18	19	20	21	24	27	29	30	30	30	28	0	125	357	408	485	508	560	604	674	710	717	759	711	717	674
경기	성남시	위례고운초등학교	0	0	0	0	0	0	0	0	6	10	12	12	11	11	13	0	0	0	0	0	0	0	0	51	209	223	214	209	219	226
경기	성남시	위례중앙초등학교	0	0	0	0	0	0	0	0	0	6	19	21	22	24	25	0	0	0	0	0	0	0	0	0	113	458	502	515	554	578
경기	성남시	위례푸른초등학교	0	0	0	0	0	0	0	0	8	27	34	36	36	37	40	0	0	0	0	0	0	0	0	139	724	851	954	990	1020	1018
경기	성남시	위례한빛초등학교	0	0	0	0	0	0	0	0	10	27	39	43	45	49	51	0	0	0	0	0	0	0	0	153	731	999	1131	1226	1282	1288
경기	성남시	이매초등학교	30	29	29	29	28	29	30	30	31	31	31	33	32	31	29	1068	1006	968	911	871	859	867	872	918	920	904	837	803	781	744
경기	성남시	중부초등학교	41	39	38	35	35	36	35	32	31	29	26	25	23	22	22	1464	1353	1226	1090	1042	966	928	885	834	770	706	652	562	524	493
경기	성남시	중원초등학교	34	33	34	32	32	31	31	28	28	27	29	28	27	26	26	1211	1124	1028	930	884	802	760	731	684	664	686	665	622	598	583
경기	성남시	중탑초등학교	42	40	37	37	36	38	34	33	29	28	26	25	24	24	25	1472	1346	1167	1120	989	1002	857	822	753	694	646	629	570	547	539
경기	성남시	청솔초등학교	25	25	23	20	17	16	18	17	17	17	16	15	10	9	14	808	692	549	472	395	334	312	310	282	279	253	218	168	156	277
경기	성남시	초림초등학교	39	38	38	38	39	39	39	38	36	36	36	37	37	39	39	1409	1332	1312	1281	1207	1148	1106	1053	1044	1025	1024	1061	1117	1112	1113
경기	성남시	탄천초등학교	25	26	25	23	22	22	24	25	22	21	22	21	21	20	20	877	833	751	686	650	564	549	547	517	509	508	500	502	497	497
경기	성남시	태평초등학교	27	25	25	24	21	21	18	18	16	16	16	15	13	12	12	934	844	767	719	593	547	480	448	389	392	373	338	296	261	241
경기	성남시	판교대장초등학교	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866
경기	성남시	판교초등학교	0	0	22	27	29	30	33	34	34	35	36	37	37	37	37	0	0	719	820	881	896	951	966	968	1012	1043	1076	1073	1070	1003
경기	성남시	하원초등학교	31	30	32	30	30	27	27	26	24	19	20	20	18	19	19	1100	1041	990	903	842	733	684	676	612	490	474	440	413	421	435
경기	성남시	하탑초등학교	26	26	28	28	28	26	28	27	26	26	27	27	27	28	29	842	820	814	787	736	689	673	653	646	658	685	704	702	716	718
경기	성남시	한솔초등학교	21	19	19	19	19	17	16	13	12	10	9	7	7	7	8	623	530	495	468	455	379	317	251	207	160	145	147	141	134	127
경기	성남시	희망대초등학교	40	41	40	39	37	35	34	31	28	26	19	17	16	16	14	1482	1359	1260	1153	1047	919	835	785	687	635	424	385	360	353	318
경기	수원시	고색초등학교	34	31	30	30	28	25	27	27	26	25	23	24	22	22	20	1148	1012	927	854	730	671	676	670	646	610	604	577	531	495	473
경기	수원시	고현초등학교	20	20	19	19	19	17	16	15	15	14	11	11	8	8	8	670	596	545	492	455	414	376	319	278	252	215	191	165	155	149
경기	수원시	곡반초등학교	19	20	21	19	19	17	25	25	26	25	26	26	26	25	33	645	605	567	504	478	417	637	663	661	674	710	686	628	639	822
경기	수원시	곡선초등학교	31	29	28	27	26	24	23	22	22	25	24	26	28	29	29	1009	884	819	755	669	602	559	518	499	601	632	643	672	666	699
경기	수원시	곡정초등학교	0	0	0	0	22	24	27	31	42	44	52	55	56	57	58	0	0	0	0	629	682	733	839	1221	1340	1436	1529	1516	1519	1515
경기	수원시	광교초등학교	0	0	0	0	17	21	22	25	27	31	39	46	46	46	48	0	0	0	0	481	543	577	666	706	850	1139	1201	1207	1228	1241
경기	수원시	광교호수초등학교	0	0	0	0	0	0	0	0	0	0	0	11	38	42	44	0	0	0	0	0	0	0	0	0	0	0	257	985	1103	1166
경기	수원시	구운초등학교	35	33	34	32	30	28	27	26	24	24	23	24	23	21	21	1203	1069	982	923	776	710	678	625	564	530	515	506	482	459	432
경기	수원시	권선초등학교	42	40	38	36	37	32	31	31	30	31	26	24	21	20	19	1437	1277	1195	1119	1011	901	842	811	773	749	626	570	475	431	404
경기	수원시	남수원초등학교	36	36	35	33	34	32	31	29	29	27	26	26	24	22	24	1311	1211	1104	1034	955	869	829	786	756	693	691	633	565	561	531
경기	수원시	남창초등학교	6	6	6	6	6	6	6	7	7	7	7	7	8	7	8	106	110	83	79	95	81	99	132	141	139	134	129	113	111	109
경기	수원시	능실초등학교	0	0	0	0	12	16	21	29	32	36	41	47	51	55	58	0	0	0	0	322	389	417	650	755	918	1005	1188	1319	1387	1422
경기	수원시	다솔초등학교	0	0	0	0	0	0	43	48	55	56	57	57	57	56	53	0	0	0	0	0	0	1214	1530	1617	1689	1681	1656	1588	1514	1437
경기	수원시	당수초등학교	38	38	36	36	36	36	37	33	31	29	27	26	25	22	23	1348	1255	1185	1116	1053	1001	968	936	866	821	723	671	615	556	537
경기	수원시	대선초등학교	20	22	27	31	31	32	33	33	36	41	44	45	44	44	47	639	761	844	955	944	937	938	949	1019	1139	1214	1252	1231	1197	1204
경기	수원시	대평초등학교	29	29	30	27	26	27	27	28	28	27	28	26	25	27	25	997	915	847	811	757	707	713	749	743	741	756	714	707	647	613
경기	수원시	동수원초등학교	48	46	42	40	41	39	39	36	35	32	30	29	25	25	24	1812	1636	1364	1271	1194	1093	1058	976	933	866	812	736	661	593	566
경기	수원시	망포초등학교	0	0	0	0	0	0	0	0	0	0	0	35	57	63	69	0	0	0	0	0	0	0	0	0	0	0	1021	1586	1793	2027
경기	수원시	매산초등학교	15	15	14	14	18	18	18	17	15	14	14	14	14	14	14	443	387	351	346	344	343	337	339	309	297	281	260	252	239	249
경기	수원시	매여울초등학교	0	0	19	20	21	24	27	28	28	28	28	27	24	22	22	0	0	559	613	671	684	708	742	755	736	712	694	611	570	554
경기	수원시	매원초등학교	2	0	0	0	0	7	14	22	26	27	31	46	54	55	54	28	0	0	0	0	148	310	558	641	708	789	1332	1381	1402	1405
경기	수원시	매원초등학교(휴교)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
경기	수원시	매탄초등학교	33	51	53	52	53	53	54	54	54	54	54	55	55	55	54	1118	1757	1721	1703	1653	1544	1516	1483	1525	1601	1615	1601	1558	1520	1407
경기	수원시	매현초등학교	36	32	31	30	28	28	26	25	24	22	23	21	20	20	20	1176	1028	942	844	740	668	629	609	591	548	547	511	489	466	428
경기	수원시	명당초등학교	30	29	27	27	26	24	23	22	20	21	21	20	18	16	14	1089	972	896	821	737	667	643	592	546	550	530	488	428	395	346
경기	수원시	명인초등학교	49	49	49	48	47	43	43	41	38	36	36	34	33	32	35	1660	1593	1518	1407	1340	1207	1108	1052	1001	940	931	877	863	808	748
경기	수원시	산남초등학교	38	38	37	37	35	36	33	32	30	28	26	24	23	22	22	1373	1274	1205	1121	1042	924	822	803	764	699	659	594	563	522	487
경기	수원시	산의초등학교	0	0	0	0	6	45	52	52	52	55	55	63	62	63	61	0	0	0	0	161	1262	1689	1724	1777	1799	1873	1821	1723	1657	1621
경기	수원시	산의초등학교(개교예정)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
경기	수원시	상률초등학교	36	36	36	35	33	33	31	31	30	30	29	29	27	25	24	1258	1206	1107	1060	983	940	886	850	814	782	751	733	670	636	591
경기	수원시	상촌초등학교	39	36	36	33	40	29	29	28	28	28	27	27	27	26	29	1435	1234	1121	1018	1230	834	784	786	777	756	707	721	709	687	640
경기	수원시	서평초등학교	15	15	17	18	16	14	14	13	13	12	12	11	12	11	11	449	448	420	441	391	338	297	276	252	234	219	201	197	192	188
경기	수원시	서호초등학교	21	20	18	17	16	15	13	13	13	13	13	13	13	13	13	664	581	502	451	397	342	302	266	262	250	259	256	260	263	266
경기	수원시	선행초등학교	0	0	0	0	18	21	22	23	26	29	28	28	29	29	28	0	0	0	0	469	558	593	652	667	710	696	716	704	701	677
경기	수원시	세곡초등학교	18	21	21	19	18	18	17	14	16	16	18	15	15	14	13	558	649	635	587	484	432	412	393	350	362	377	338	333	321	311
경기	수원시	세류초등학교	43	41	35	29	26	24	23	23	28	30	31	33	31	35	34	1405	1254	1011	843	713	634	601	587	714	803	819	824	789	792	768
경기	수원시	소화초등학교	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	645	616	593	567	538	510	502	506	501	502	502	501	505	504	506
경기	수원시	송림초등학교	25	23	23	25	24	23	21	19	19	18	16	15	14	14	42	835	771	711	693	655	577	519	506	457	426	384	344	324	332	1035
경기	수원시	송원초등학교	29	26	27	28	29	27	27	27	26	27	29	28	27	26	26	1015	887	801	803	782	743	735	728	708	735	744	716	696	645	604
경기	수원시	송정초등학교	24	23	23	23	23	24	21	19	22	21	23	23	23	23	24	856	779	727	684	638	623	534	498	482	517	560	582	547	543	538
경기	수원시	송죽초등학교	28	28	27	33	31	30	29	27	24	23	22	21	19	19	18	978	893	811	775	733	682	664	643	583	565	540	501	461	427	426
경기	수원시	수성초등학교	31	30	28	27	28	27	25	24	23	22	21	20	19	19	16	1044	975	900	835	748	666	636	628	592	546	523	486	442	419	370
경기	수원시	수원가온초등학교	0	0	0	0	0	12	16	21	23	25	41	41	48	48	50	0	0	0	0	0	332	373	561	599	675	1182	1272	1313	1304	1295
경기	수원시	수원금곡초등학교	18	17	19	18	17	15	15	14	14	14	13	14	13	13	13	601	551	518	480	443	390	400	363	337	330	312	316	272	283	273
경기	수원시	수원금호초등학교	0	0	0	0	0	0	0	9	15	16	31	52	57	65	69	0	0	0	0	0	0	0	252	290	350	859	1437	1578	1728	1855
경기	수원시	수원동신초등학교	32	30	31	30	31	31	31	31	30	30	28	29	27	26	25	1126	1029	994	953	918	857	833	864	819	810	802	780	766	692	623
경기	수원시	수원매화초등학교	28	28	28	27	25	24	22	22	20	20	20	20	20	20	19	941	943	893	797	715	641	576	563	531	500	481	458	435	436	414
경기	수원시	수원선일초등학교	38	37	39	36	33	32	30	29	26	26	26	27	26	24	26	1414	1322	1244	1142	1021	902	828	755	693	681	705	720	661	633	593
경기	수원시	수원신곡초등학교	49	48	47	46	44	42	41	41	39	38	37	36	34	33	34	1858	1693	1554	1475	1288	1224	1161	1123	1085	1041	1033	1012	927	868	807
경기	수원시	수원중촌초등학교	0	0	0	0	13	15	17	21	23	26	33	33	33	33	37	0	0	0	0	277	328	388	507	576	653	806	839	853	861	887
경기	수원시	수원초등학교	27	26	24	20	19	18	17	18	19	19	17	18	17	31	35	943	850	737	600	533	440	403	395	371	379	345	351	323	709	840
경기	수원시	수일초등학교	25	24	24	23	21	21	20	17	18	17	14	14	14	14	13	835	794	719	660	590	520	449	416	397	358	326	306	291	279	242
경기	수원시	숙지초등학교	25	22	21	20	20	19	18	17	17	16	16	15	14	15	14	834	705	611	551	483	428	405	391	365	359	341	332	311	308	293
경기	수원시	신성초등학교	25	24	24	26	24	20	19	20	21	20	20	19	18	18	17	763	708	700	654	578	522	487	482	458	427	428	414	391	384	359
경기	수원시	신영초등학교	35	32	33	33	31	31	31	31	28	27	25	25	22	22	20	1242	1092	1069	1004	944	879	828	779	727	716	664	638	536	514	460
경기	수원시	신풍초등학교	12	13	12	9	8	43	49	51	51	52	52	52	50	52	50	335	304	263	208	181	1383	1455	1686	1700	1614	1599	1520	1416	1336	1296
경기	수원시	신풍초등학교신풍분교장	0	0	0	0	0	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	109	51	23	0	0	0	0	0	0	0
경기	수원시	안룡초등학교	20	21	20	20	18	18	18	18	18	18	18	18	17	16	25	646	631	602	567	489	458	421	406	370	363	379	379	370	346	561
경기	수원시	연무초등학교	25	23	22	20	21	16	20	19	17	15	14	15	15	14	14	829	722	644	556	505	411	385	372	372	354	334	321	299	275	275
경기	수원시	영덕초등학교	31	31	31	31	31	31	31	30	32	32	33	33	33	32	31	1090	1070	1096	1086	1023	973	959	940	929	928	948	949	934	883	825
