year	sido	gu	name	addr	x	y
20080401	강원	횡성군	공근초등학교광덕분교	강원 횡성군 공근면 신촌리155	127.92659	37.528709
20220401	경기	광명시	도덕초등학교	경기도 광명시 가마산로 28	126.870172	37.484154
20130401	경기	용인시	원삼초등학교두창분교장	경기도 용인시 처인구 원삼면 두창리복분로 29	127.343169	37.158
20120401	경남	통영시	원량초등학교노대분교장	경상남도 통영시 욕지면 노대리 상리길 35-4666-3	128.245404	34.671281
20120401	경남	통영시	한산초등학교비진분교장	경상남도 통영시 한산면 비진리내항길 42	128.463291	34.730652
20120401	경남	통영시	한산초등학교용호분교장	경상남도 통영시 한산면 용호리호두1길 351	128.494346	34.7499
20090401	경북	경산시	신상초등학교	경북 경산시 진량읍 신상3리343-1	128.821257	35.874664
20130401	경북	고령군	백산초등학교	경상북도 고령군 쌍림면 백산리3184	128.208668	35.675999
20080401	경북	군위군	고로초등학교	경북 군위군 고로면 학성1리149-3	128.801943	36.12995
20170401	경북	봉화군	물야초등학교북지분교장	경상북도 봉화군 물야면 문수로 483	128.739542	36.934063
20090401	경북	포항시	구룡포동부초등학교	경북 포항시 남구 구룡포읍 구룡포6리381-1	129.561191	35.991626
20170401	부산	강서구	삼광초등학교	부산광역시 강서구 제도로 434	128.917311	35.151769
20150401	부산	강서구	세산초등학교	부산광역시 강서구 세산길 89	128.837252	35.150982
20110401	부산	강서구	세산초등학교녹산분교장	부산광역시 강서구 구랑동세산초등학교녹산분교장	128.857776	35.124486
20220401	서울	강남구	서울개포초등학교	서울특별시 강남구 영동대로3길 45	127.070821	37.486642
20090401	인천	강화군	서도초등학교볼음분교	인천 강화군 서도면 불음도리696-1	126.189608	37.67121
20110401	전남	신안군	압해초등학교매화분교장	전라남도 신안군 압해면 매화리653	126.241352	34.919174
20100401	전남	신안군	압해초등학교쌍룡분교장	전라남도 신안군 압해면 복용리420	126.327252	34.900898
20220401	전남	신안군	흑산초등학교하태분교장	전라남도 신안군 흑산면 장굴길 43-2	125.298675	34.389997
20110401	전남	여수시	돌산초등학교송도분교장	전라남도 여수시 돌산읍 군내리송도 1434번지	127.707831	34.607453
20080401	전남	영광군	법성포초등학교송이분교장	전남 영광군 낙월면 송이도산270	126.149936	35.276116
20090401	전남	진도군	관매초등학교	전남 진도군 조도면 관매리459-1	126.053118	34.240024
20110401	전남	진도군	조도초등학교동거차분교장	전라남도 진도군 조도면 동거차도30-6	125.939086	34.238285
20120401	전북	군산시	선연초등학교	전라북도 군산시 옥서면 신오산길188	126.636644	35.90246
20090401	전북	장수군	번암초등학교동화분교	전북 장수군 번암면 동화리	127.557225	35.567632
20100401	전북	정읍시	용곽초등학교	전라북도 정읍시 감곡면 용곽리 256	126.888598	35.729654
20090401	제주	제주시	연평초등학교	제주 제주시 우도면서광리 1442번지	126.954921	33.50528
20080401	충남	공주시	당암초등학교	충남 공주시 장기면 당암리126-2	127.255114	36.490177
20120401	충남	공주시	의랑초등학교	충청남도 공주시 의당면 태산길50-1	127.191005	36.550035
20120401	충남	공주시	장기초등학교	충청남도 공주시 장기면 장척로398-9	127.206107	36.496203
20130401	충북	진천군	진천삼수초등학교매산분교장	충청북도 진천군 덕산면 산수리산삼로 46	127.480764	36.885739
20120401	충북	청주시	외천초등학교	충청북도 청원군 부용면 외천리294	127.432271	36.540951
20130401	충북	충주시	노은초등학교수상분교장	충청북도 충주시 노은면 안락리 감노로 1055	127.71541	37.050963
